Id,Name,Type,Profile,Image,Location,CorpStreet,ZipCode,City,Country,Tel,Fax,Email,LinkedIn,Facebook,Instagram,Twitter,Xing,Web,Product
60090,SAMES KREMLIN SAS,corporation,"SAMES KREMLIN is your partner for all your painting, powder coating and bonding needs. Our wide portfolio of airless spray guns and pumps is perfectly designed for many applications of heavy corrosion protection, especially in the marine sector. Together with our partner AMBPR, we offer you a completely automated robotic solution that cleans, sandblasts and paints in one.
With our manual spray guns, automatic and robotic applicators, our wide range of pumps & machines for fluid handling, dosing, mixing & dispensing, we allow you to “Apply Your Skills” for the best performance and productivity possible.
Our engineering group has delivered to the market, best performances with our own equipment. A dense and qualified network of partners in the value chain, helps us to provide the best value for cost compromise to our customers. From simple applications to the most complex engineering concepts, there is always a solution to be found at SAMES KREMLIN group and network.","https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall B7, Stand 619",13 chemin de Malacher ,38243,Meylan,FR,+49 2131-3692213,,sandra.dostert@sames-kremlin.com,https://www.linkedin.com/company/sames-kremlin,https://www.facebook.com/sames.kremlin,https://www.instagram.com/sames_kremlin,https://twitter.com/sames_kremlin,,https://www.sames-kremlin.com/germany/en/home.html,"Azur™ 72C160 Airless® Paint Pump
400 Bar (5800 psi) Automatic Airless® Spray Gun
"
57772,"Samson Rope Technologies, Inc.",corporation,"For more than 140 years, Samson has been recognized as a worldwide leader in the development and manufacture of high-performance synthetic ropes. Among its many innovations, Samson pioneered the use of high modulus polyethylene fiber ropes [HMPE] for Mooring. Samson engineers continue to pioneer the use of new fiber technology and the development of innovative coatings and constructions to produce ropes with unprecedented performance characteristics. Samson’s research and development team is meeting an ever-expanding market need for products with exceptional performance in critical applications.

At Samson, our products in the mooring and Towing industry are engineered for performance and safety, giving you confidence in the field to tackle any challenge that may arise. We work hard to understand and meet your challenges by providing unmatched service, including application knowledge, technical support & product inspection training.

Mooring has significant operational demands, and this is why our synthetic rope solutions are trusted by the World’s leading Shipping Companies. With over 10,000 HMPE lines in service, our experience in high-performance synthetic rope solutions for vessel mooring is unrivaled with a high focus on the LNG, LPG, FSRU, and Tanker markets. 

Consider Samson your partner in the field and on the water. In addition to our new integrated technology and service solution, Icaria™, we also provide several valuable resources to help ensure your operation’s success.

Welcome to Samson. The strongest name in rope. Check us at Hall B7 booth #332
","https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall B7, Stand 332",2090 Thornton Street ,98248,Ferndale,US,+1 360-3847854,,,https://www.linkedin.com/company/samson-rope/,https://www.facebook.com/SamsonRopeTechnologies,https://www.instagram.com/samsonrope/,https://twitter.com/Samson_Rope,,https://www.samsonrope.com,"ICARIA™ Service Program
EverSteel-X
"
60290,"Samyang Metal Industry Co., Ltd.",corporation,"Manufacturer of Copper and Copper-Nickel Pipe Fittings and Flanges

Founded in 1981, Samyang Metal has since been widely recognized as a leading manufacturer of copper and copper-nickel pipe fittings and flanges. It is ISO 9001 and ISO 14001 certified in 1998 and 2012, respectively. It has also received approval certificates from ABS, DNV, LR, and BV, RMRS. As an approved vendor, Samyang Metal has worked side by side with major heavy industries in Korea in their offshore, onshore, and shipbuilding projects all over the world.  Samyang Metal has also entered the export market and has attracted clients from Asia, Europe and America, Russia. Samyang Metal has continued to pursue excellence, as shown by its superior quality products, highly skilled staff, and on-time delivery service.

It is a copper alloy pipe fitting used in ship piping, marine piping, plant industrial equipment, freshwater equipment, and special vessels. It is widely used in fire fighting and ballast systems where seawater is used due to its excellent oxidation resistance, corrosion resistance, and strength.","https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall B2.OG, Stand 176","944, Dadae-ro ",49487,Busan,KR,+82 51-2666655,,samyang@cuniship.com,,,,,,http://www.cuniship.com,
55292,"Samyoung Machinery Co., Ltd.",corporation,"Samyoung Machinery is a global company specializing in engine parts for marine, locomotive and power plant.
We strongly believe that we will provide our visitors with significant information on our products & services that cover multiple needs of the industry.

Samyoung, an OEM / ODM manufacturer with cutting edge technology for world-renowned engine makers, manufactures high-quality engine parts for diesel, dual fuel and gas engines.

With its decades of expertise and experience in the field, Samyoung has manufactured cylinder heads, cylinder liners, pistons, front end boxes, crankcases, and other core engine parts and supplied them to major engine makers worldwide including MAN ES, STX Engine and HHI(Himsen Engine).
Also, Samyoung manufactures core engine parts suitable for Wartsila, Pielstick, EMD, and ALCO engines. Parts for other engine types can be developed as per customer's request.

Applying 3D printing technology, Samyoung uses sand 3D-printed molds and cores in casting for manufacturing its high-quality products at competitive prices.
","https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Aussteller/Bilder/image-thumb__14622__240x240px/SM22_2022_229323_3497387_av.png
https://digitale-services.hamburg-messe.de/digitale-services/Aussteller/Bilder/image-thumb__14622__480x480px/SM22_2022_229323_3497387_av.png
","Hall A3, Stand 106",39 Wolminonggongdanji-gil ,32528,Gongju,KR,+82 41-8403000,,samyoung@sym.co.kr,,,,,,https://www.sym.co.kr,
59947,San Giorgio del Porto SpA,corporation,"Operating in the ship repair sector since 1928, San Giorgio del Porto is a shipyard with a long tradition and modern, well-equipped facilities. SGDP is recognized worldwide as a point of reference for the repair, maintenance and conversion of all types of ship: passenger, Ro-Ro, cargo, tankers and off-shore. Its portfolio includes major ship refitting, repair and maintenance projects which are always carried out in full respect of health, safety and environmental protection.

San Giorgio del Porto is the first shipyard entered in the Italian Register of Naval Demolishers in 2014 and is one of the key players in Europe for green ship recycling and waste management.","https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall B2.EG, Stand 109",Calata Boccardo 8,16128,Genova,IT,+39 010-251561,,info@sgdp.it,https://www.linkedin.com/company/san-giorgio-del-porto-s-p-a-/?viewAsMember=true,,https://www.instagram.com/gin_holding/,https://twitter.com/SGdP_CNM,,https://www.sgdp.it/,
55293,Sance - Sandelin Consulting and Engineering OY Ltd.,corporation,,"https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall B2.EG, Stand 105",Lukkarlantie 2,21280,RAISIO,FI,+358 2-4347220,,contact@sance.fi,https://www.linkedin.com/company/sance-sandelin-consulting-and-engineering-ltd?trk=prof-exp-company-name,,,,,https://www.sance.fi,
57773,Sander Marine GmbH&Co.KG,corporation,"SANDER MARINE
FLOW CONTROL.
Safely conduct liquids. Intelligently control valves.
SANDER MARINE is a specialist in remote control valve systems, actuators, and piping systems. We meet your requirements with experience and flexibility, and with a passion for precision. Every liquid, for every vessel, as well as for industrial applications on land.

SANDER NAVY
A tradition of excellence.
All our expertise for naval and submarine missions.
The high-tech work environment and the complex nature of naval missions demand for an extremely reliable and safe technology on board of naval and patrol vessels, and submarines. Our engineers focus on the components’ particular tasks with all their expertise.
","https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Aussteller/Bilder/image-thumb__13002__240x240px/SM22_2022_238880_3484654_av.png
https://digitale-services.hamburg-messe.de/digitale-services/Aussteller/Bilder/image-thumb__13002__480x480px/SM22_2022_238880_3484654_av.png
","Hall A2, Stand 200",Julius-Bamberger-Straße 1,28279,Bremen,DE,+49 421-4860313,,info@sander-marine.com,,,,,,https://www.sander-marine.com,
57774,Sandfirden Technics BV,corporation,"Sandfirden Technics B.V., located in Den Oever The Netherlands, is an independent experienced service provider. We refurbish, develop, convert, design, produce, assemble, test, commission and service variable speed- and single speed combustion engines, Sandfirden (customised) designed gensets for marine- but also industrial applications. This by using leading brands in the marine performance range from 50 to 640kWm.
Sandfirden Technics is;
-	Dealer of Scania and Agco Power for maritime- and industrial combustion engines and hybrid solutions*
-	Dealer of Thordon Bearings*
-	Dealer of Enmar Methanol propulsion and auxiliary combustion engines*
-	Agent of Becker Marine Systems for Manoeuvring Systems and COBRA battery systems*
-	Agent of Optimarin for UV Ballast Water Treatment Systems*
*) represented area is mainly Benelux for original branded products.

Sandfirden Technics delivers World Wide for marine;
-	Powered by Scania Marine Gas engines incl. Control & Monitoring system
-	Powered by Scania Marine Diesel engines EU Stage-V
-	Sandfirden designed Marine Diesel Gensets EU Stage-V and IMO Tier-II/III
-	Sandfirden designed Marine Gas Gensets IMO Tier-III
-	Sandfirden designed Marine Methanol Gensets EU Stage-V and IMO Tier-III
-	Compact designed high efficient DUOPAC Ram-type Steering gears
-	Parts, Service and renting possibilities for external engine (emission) testing
-	Custom made construction works

Segments;
-	Seagoing ships
-	Inland Water Way vessels
-	Pilot boats
-	Dredging
-	Fishery
-	Superyachts
-	Ferries
-	Tugs

","https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall A3, Stand 403",Haventerrein 1,1779 GS,Den Oever,NL,+31 227-513613,,sales@sandfirden.nl,https://www.linkedin.nl/company/sandfirden-technics,https://www.facebook.com/sandfirdentechnics,,,,https://www.sandfirden.nl,"Powered by Scania DC13 marine diesel EU Stage-V engine
Powered by Scania SGI-16M E2011 IMO Tier-III gas engine
"
62701,Sanmar Shipyards,corporation,,"https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall B2.EG, Stand 197",Aydintepe Mah. Güzin Sok. No: 31,34947,Icmeler / Tuzla / Istanbul,TR,+90 216-4585900,,info@sanmar.com.tr,https://www.linkedin.com/authwall?trk=gf&trkInfo=AQFTltjKtce_1QAAAWhvSbEYd_7nu_C60J1yhcKPMT-vEvtoq-7TUCg1Cm5MwH_CFsf4MrPyACr8fCCWZP2q_8mwEwAx2adUt5I5yRGF8tXcPxPLcnlR5hZaGiBMydkehP_DYRw=&originalReferer=&sessionRedirect=https%3A%2F%2Fwww.linkedin.com%2Fcompany%2Fsanmar-a-s,,,,,https://www.sanmar.com.tr,
55294,Santierul Naval Constanta S.A. (Constanta Shipyard),corporation,"Santierul Naval Constanta SA (SNC) is one of the largest newbuilding & shiprepair yard in South-East Europe performing in the perfect location newbuilding, shiprepairs and retrofitting projects for a wide range of seagoing vessels up to 200,000dwt. We are continuing our involvement in the newbuilding sector going on with the new MAXMR1 project 41,000-dwt Product/Chemical tanker, remaining also active for offshore related business segment and technical vessels for different application. Nevertheless, major upgrading & conversions for a wide range of projects remains an important field of activity and expertise, recommending us as one of the most experienced facility in the Black Sea & East Med area. The quality & competitive services provided inspire confidence in leading owners who tend to become long-term partners.

","https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall B4.EG, Stand 110","No.1, Incinta Port ",900900,Constanta,RO,+40 24-1505500,,marketing@snc.ro,https://ro.linkedin.com/company/santierul-naval-constanta-sa/,https://www.facebook.com/pages/category/Industrial-Company/Santierul-Naval-Constanta,,,,https://www.snc.ro,
58596,SARC B.V.,corporation,"SARC, which is an acronym for Scheepsbouwkundig Advies en Reken Centrum (Naval Architectural Software and Engineering Centre), was founded in 1980, when the computer age was still in its early days. Starting with simple programs for tables of hydrostatic data, tank sounding tables and hydrostatic stability calculations, SARC has ever since been developing new software, investigating and implementing new techniques. Today SARC employs a dozen trained and experienced naval architects, involved in software engineering, software support and project management. To offer state-of-the-art solutions, SARC is continuously investing in research and development, which is
reflected by a number of papers in peer-reviewed journals and conference papers. ","https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall B7, Stand 420",Landstraat 5,1404 JD,Bussum,NL,+31 850-409040,,sarc@sarc.nl,https://www.linkedin.com/company/sarcbv/,,,,,https://www.sarc.nl,"PIAS
LOCOPIAS
"
64850,SAS LE TELEGRAMME MER ET MARINE,corporation,,"https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Aussteller/Bilder/image-thumb__16412__240x240px/SM22_2022_244152_3534529_av.png
https://digitale-services.hamburg-messe.de/digitale-services/Aussteller/Bilder/image-thumb__16412__480x480px/SM22_2022_244152_3534529_av.png
","Hall FO.EG, Stand Entrances east, south, west + central","7, voie d'accès au port ",29600,Morlaix,FR,-298622060,,info@meretmarine.com,https://fr.linkedin.com/company/meretmarine,,,,,https://www.meretmarine.com,
55296,Sauer Compressors J.P. Sauer & Sohn Maschinenbau GmbH,corporation,"Sauer Compressors is a medium-sized German group of companies with fourteen international subsidiaries. The company was founded more than 135 years ago, and has over 85 years' experience in compressed air technology.

International commercial shipping with its stringent requirements for quality and reliability is Sauer’s traditional area of activity. The starting- and working-air compressors have proven their reliability in this demanding market. In particular the low maintenance 3-stage air-cooled starting-air compressors have established themselves as benchmark for modern and cost effective starting-air compressors due to

·        less temperature

·        less maintenance cost

·        less installation cost

As Sauer Compressors’ latest machine exclusively developed for commercial shipping, the Levante series has quickly established itself as a go-to for the maritime industry. In its latest incarnation, the 3-stage air-cooled compressor comes with a fill-up capacity of up to 460 m³/h at a pressure of 30 barg.","https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall A3, Stand 223",Brauner Berg 15,24159,Kiel,DE,+49 431-39400,,info@sauercompressors.de,https://www.linkedin.com/company/sauer-compressors,https://www.facebook.com/sauercompressors,,,,https://www.sauercompressors.com,
60837,SBA Interior Oy,corporation,"SBA Interior Ltd is a leading supplier of high-quality interior systems for the maritime industry. The company manufactures and distributes classified non-combustible accommodation panelling systems and different types of beds for use on board ships. SBA products meet the requirements specific for marine conditions.

Another branch of SBA is subcontracting for the metal industry, i.e. making different components in sheet metal with high performance laser cutting machines.

SBA Interior Ltd was established in 1985, in the rural district of Mustio, Finland. In 2019 we moved our factory to new facilities located only about 20 km from old place. SBA is now located in Karjaa, in southern Finland, not far from the three largest cities of Finland and only some 75 km west of Helsinki. The geographic position makes it easy for us to do domestic as well as foreign business, as all major transport services and ports are at a close range.

SBA Interior Ltd employs about 115 people. Turnover 2021/12 was 17 million euros.","https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall B1.OG, Stand 303",Hangontie 940,10300,Karjaa,FI,+358 19-32771,,info@sba.fi,,https://www.facebook.com/SbaInterior/,,,,https://www.sba.fi,
55297,SCAN Antenna A/S,corporation,"SCAN Antenna is a supplier of complete antenna systems. With factories in Denmark and Spain we produce high quality antennas for all markets such as maritime, telecom, aviation, transport, security, satellite systems and much more. We differentiate ourselves from our competitors in the way that we continuously work on being even better, making our products the very best you can get.

Looking for antennas for maritime use? Do not look any further. Marine communication antennas have formed the core of our business for more than 30 years, and we have a strong focus to ensure SCAN Antenna is your lifeline on the water.

 

Our factory in Spain is already working in accordance with ISO 9001, and here we develop high quality accessories for antenna systems such as combiners, filters, DAS and much more. 

You can order everything you need for your complete antenna system at our sales department. 
With more than 40 years of experience in antenna and accessorie production we know that accuracy, flexibility and reliability is crucial to our clients. 

We are renowned for our service, knowledge and outstanding quality in all parts of an antenna system. ","https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall B6, Stand 523",Literbuen 15,2740,Skovlunde,DK,+45 4333-1620,,info@scan-antenna.com,https://dk.linkedin.com/company/scan-antenna-a-s,,,,,https://www.scan-antenna.com,"Combiner, Filter, Multicoupler, Duplexer, Isolator
"
55298,Scan Turbo Handels- und Service GmbH,corporation,,"https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall A4, Stand 302",Kleiner Westring 15,27572,Bremerhaven,DE,+49 471-92690512,,info@scan-turbo.com,,,,,,https://www.scan-turbo.com,
60732,Scandinavian Reach Technologies AS ScanReach,corporation,,"https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall B7, Stand 114",Skjenet 11,5354,Straume,NO,+47 414-96500,,sales@scanreach.com,https://www.linkedin.com/company/scanreach/mycompany/,,,,,https://www.scanreach.com,
58415,Scanel International A/S,corporation,"Power Through Knowledge
With more than 30 years of experience, we deliver integrated electrical systems, equipment, installations and services for the international marine, offshore, oil & gas industry and windmill industry. 
Scanel International A/S is a professional and leading supplier of technical solutions providing a wide range of services that covers all aspects of marine and offshore installations from design/engineering, project management, delivery of components and installations to repair, inspection, service and maintenance. 
Provider of services and technical solutions within Design & Engineering, Electrical Installations, Navigation and Communication, HVAC and piping and Electromechanics.

Special Services: Circuit breaker test, exchange and installation of breakers, Switchboard test, Thermography, GMDSS and VDR annual survey, Fiber Optic, High Voltage, ATEX
Newbuilding, conversion, projects, repair and maintenance, trouble shooting, turnkey solution
Superintendent services for newbuilding and conversion, Supervisor assistance
Our services and experience cover all types of projects from new buildings to upgrading and conversions.
Our skilled engineers, technicians and project managers are experienced in complex technical systems as well as integrated solutions for the marine and offshore industries. 
We provide off-the-shelf as well as custom-built solutions and have specialized in providing turn-key solutions to the marine and offshore industries worldwide.
We employ approx. 150 employees.  
24/7 and available 365 days a year – committed to take care of repairs and service worldwide
","https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall B1.EG, Stand 101",Havnepladsen 12,9900,Frederikshavn,DK,+45 9622-3242,,info@scanel.dk,https://www.linkedin.com/company/scanelinternational/mycompany/,https://www.facebook.com/ScanelInternational/,,,,https://www.scanel.dk,"Circuit Breaker Test
"
55299,Scania CV AB,corporation,,"https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall A3, Stand 303",Vagnmakarvägen 1,151 87,Södertälje,SE,+46 8-55381000,,marketing.engines@scania.com,https://www.linkedin.com/company/scania/,,,,,https://www.scania.com,
60291,"Scanjet Macron Co., Ltd.",corporation,,"https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall B2.OG, Stand 187","#129, Cheoyongsaneop 3-gil ",44988,Ulsan,KR,+82 52-7160063,,sales@scanjet.kr,,,,,,https://www.scanjet.kr,
55300,Scanjet Marine AB Scanjet Tank Management,corporation,,"https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall A1, Stand 429",Södra Långebergsgatan 36,400 97,Göteborg,SE,+46 31-3387547,,sales@scanjet.se,,,,,,https://www.scanjet.se,
58416,Scanwipers A/S,corporation,,"https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Aussteller/Bilder/image-thumb__14286__240x240px/SM22_2022_228384_3499101_av.png
https://digitale-services.hamburg-messe.de/digitale-services/Aussteller/Bilder/image-thumb__14286__480x480px/SM22_2022_228384_3499101_av.png
","Hall B1.EG, Stand 416",Kirkegårdsvej 29,6200,Aabenraa,DK,+45 7368-0068,,info@scanwipers.com,https://dk.linkedin.com/company/scanwipers-a-s,,,,,https://www.scanwipers.com,
