Investor name,Website,Linkedin,Global HQ,Countries of investment,Stage of investment,Investment thesis,Investor type,First cheque minimum,First cheque maximum
Looking Glass Capital,http://lookingglass.vc/,https://www.linkedin.com/company/looking-glass-capital,"New York, NY 10065, US","USA,Canada","2. Prototype,3. Early Revenue,1. Idea or Patent","We invest in mission-driven founders during the earliest days of company building. We are most inspired by entrepreneurs solving today's biggest challenges across the themes of healthier living; human capital (all forms of education, tools and platforms for SMBs, and products that facilitate access, identity, or self-expression); and sustainability and the environment.",VC,"$300,000 ","$400,000 "
Lool Ventures,https://lool.vc,https://www.linkedin.com/company/lool-ventures/,,,"3. Early Revenue,4. Scaling",,VC,,
Loudspring,https://loudspring.earth/,,,,,,,,
Louisiana Funds,http://www.louisianafund.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Loup Ventures,https://loupventures.com/,https://www.linkedin.com/shareArticle?mini=true&url=https://loupfunds.com/iphone-is-stronger-than-an-acre-of-garlic/&title=Loup&source=Loup,,,,,,,
Lowe's Ventures,http://lowesventures.com,,"Mooresville, North Carolina, United States",USA,,,Corporate VC,,
Lowercase Capital,https://lowercasecapital.com/,,"200 Townsend St, San Francisco, San",USA,,,Other,,
Loyal VC,https://loyal.vc/,https://linkedin.com/in/michaelkosic,Canada,"USA,Israel,Canada",2. Prototype,,VC,,
LSP Life Science Partners,https://www.lspvc.com/,https://www.linkedin.com/company/eqt-life-sciences/,Netherlands,"Germany,Netherlands,USA",3. Early Revenue,,VC,,
LSVP Lightspeed Venture Partners,https://lsvp.com/,https://www.linkedin.com/company/lightspeed-venture-partners,"Menlo Park, California, United States","USA,France,Israel,Canada","3. Early Revenue,4. Scaling",,VC,,
LT Capital,http://ltcapital.vc/,https://www.linkedin.com/company/ltcapital,"Karola Bunscha 18, 30-392 Cracow, Poland","Poland,Lithuania,Latvia,Estonia,Ukraine,Israel","1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in great teams that build their market advantage based on a technological component in sectors that are the foundation of Industry 4.0 - such as AI, robotics, big data, AR/VR, etc. - and are preferably at least at MVP plus first client stage.",VC,"$300,000 ","$300,000 "
Lubbock Angel Network,http://lubbockangelnetwork.com/,,,,,,Angel network,,
Lucas Venture Group,http://www.lucasvg.com/,,,USA,,,Other,,
Ludlow Ventures,https://ludlowventures.com/,,"Detroit, Michigan, United States",USA,,,Other,,
Luma Launch,https://www.lumalaunch.com/,https://www.linkedin.com/company/luma-launch/,"Santa Monica, California, United States",USA,,,Corporate VC,,
Lumen Ventures,https://lumen.ventures/,https://www.linkedin.com/company/lumenventures,"Via Francesco Denza, 20, Rome, Italy 00197, IT",Italy,"1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in pre-seed and seed, industry agnostic.",VC,"$200,000 ","$1,000,000 "
Lumia Capital,http://www.lumiacapital.com/,,,,"3. Early Revenue,4. Scaling",,VC,,
Lumina Impact Ventures,https://www.luminafoundation.org/lumina-impact-ventures,https://www.linkedin.com/company/lumina-foundation,,,,,Corporate VC,,
Luminar Ventures,https://www.luminarventures.com/,https://www.linkedin.com/company/luminar-ventures/,,,,,Other,,
Luminari Capital,http://www.luminaricapital.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Luminous Ventures,https://www.luminous.vc/,,UK,"USA,Canada,UK",3. Early Revenue,,VC,,
Lumira Ventures,https://www.lumiraventures.com/,,Canada,"USA,Canada",3. Early Revenue,,VC,,
Lumo Labs,https://lumolabs.io/,,,UK,,,VC,,
Lunar Ventures,https://lunarventures.eu/,https://www.linkedin.com/company/lunar-ventures,"Danziger StraÃŸe, Berlin, Berlin 10405, DE","Germany,Spain,Portugal,France,Belgium,UK,Romania,Czech Republic,Italy,Sweden","1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in early seed European startups building on the overlaps of software and deep tech,VC,"$100,000 ","$500,000 "
Lundbeckfonden,https://www.lundbeckfonden.com/,https://www.linkedin.com/company/lundbeckfonden,Denmark,USA,3. Early Revenue,,Corporate VC,,
Lux Capital,https://www.luxcapital.com/,http://www.linkedin.com/company/lux-capital,"New York, New York, United States","Israel,USA,Canada",3. Early Revenue,,VC,,
LVenture Group,https://www.lventuregroup.com/,https://www.linkedin.com/company/lventure-group/,Via Marsala 29H | 00185 Roma Italia,Italy,"2. Prototype,3. Early Revenue,4. Scaling","We invest in digital startups and accelerate their development process, from prototype development to market placement.

",VC,"$150,000 ","$300,000 "
Lyall Ventures,https://www.linkedin.com/company/lyall-ventures,https://www.linkedin.com/company/lyall-ventures,"London, United Kingdom",UK,"3. Early Revenue,4. Scaling","We invest in AI, tech, early-stage up to before series A. Must have early revenues and version 1.0 of tech. Happy to be in touch earlier but it's a requirement for investment.",Family office,"$25,000 ","$150,000 "
Lyfe Capital,http://www.lyfecapital.com/English/,,,"USA,China",,,Other,,
M Capital Partners,http://www.mcapitalpartners.fr/,https://www.linkedin.com/company/midi-capital/,France,France,3. Early Revenue,,VC,"$250,000 ",
M Ventures by Merck,https://www.m-ventures.com/,https://www.linkedin.com/company/merck-ventures/,"Amsterdam, Noord-Holland, The Netherlands","Israel,USA,Netherlands",3. Early Revenue,,Corporate VC,,
M2O,http://msquaredo.com/,,"Los Angeles, California, United States",USA,,,Family office,,
m8 Capital,http://www.m8capital.com/,,,,,,VC,,
M8 Ventures,https://m8.ventures/,,Australia,Australia,,,VC,"$50,000 ",
M12 - Microsoft's Venture Fund,https://m12.vc/,https://www.linkedin.com/company/m12vc/,"San Francisco, California, United States","USA,France,Israel,Canada,India,Malaysia,Portugal,Sweden,Norway,Estonia,Singapore,Germany,Brazil,UK","3. Early Revenue,4. Scaling,5. Growth",We invest in early-stage software companies disrupting the enterprise.,Corporate VC,"$1,000,000 ","$20,000,000 "
M13,https://m13.co/,https://www.linkedin.com/company/m13-company/,,,"3. Early Revenue,4. Scaling",,VC,,
M25,https://m25vc.com/,https://www.linkedin.com/company/m25-vc/,"116 W Hubbard St, Chicago, Illinois US",USA,"2. Prototype,3. Early Revenue",We invest in US Midwest-based preseed and seed stages companies that are tech or tech-enabled. ,VC,"$250,000 ","$500,000 "
M31 Capital,https://www.m31.capital/,https://www.linkedin.com/company/m31-capital-partners/,,,"2. Prototype,3. Early Revenue",,VC,,
Mac Venture Capital,https://macventurecapital.com/,https://www.linkedin.com/company/mac-venture-capital,"Los Angeles, California, United States",USA,,,Other,,
Maccabee Ventures,https://www.maccabee.vc/,https://www.linkedin.com/company/macventures/,"335 Madison Ave, 16th Fl., New York, NY 10017","USA,Israel","2. Prototype,3. Early Revenue","We invest in thoughtful founders and transformative technologies across SilverTechÂ® (Aging), Digital Health, PropTech FinTech, Cybersecurity, SaaS and AI. We act as a strategic partner and have a preference for product, traction and revenue. ",VC,"$50,000 ","$150,000 "
Macdoch Ventures,https://macdochventures.com/,https://www.linkedin.com/company/macdoch-ventures/,"Potts Point, Sydney, Australia","Australia,New Zealand","3. Early Revenue,4. Scaling","We invest in companies across ANZ with $25-100k+ in MRR and particularly love networked businesses, marketplaces, B2B SaaS and infrastructure enabler businesses.",Family office,"$200,000 ","$800,000 "
Mach37,https://www.mach37.com/,https://www.linkedin.com/company/mach37-cyber-accelerator/?viewAsMember=true,,,,,VC,,
Macif Innovation,https://www.macif.fr/assurance/le-groupe-macif/innovation,https://www.linkedin.com/company/groupemacif/,"75015 Paris, France","France,Belgium,Switzerland,Luxembourg","3. Early Revenue,4. Scaling","We invest in Insurtech, Fintech, Mobility, SilverEconomy, SmartCity, HealthTech solutions",Corporate VC,"$300,000 ","$1,500,000 "
Maclendon Wealth Management,http://www.maclendon.com,https://www.linkedin.com/company/2397648,"Delray Beach, Florida, United States",USA,,,Family office,,
Macquarie Capital,http://www.macquarie.com/us/about/company/macquarie-capital,https://www.linkedin.com/company/macquariegroup/,"London, England, United Kingdom",UK,,,Corporate VC,,
Madrona Venture Group,https://www.madrona.com/,https://www.linkedin.com/company/madrona-venture-group/,"999 3rd Avenue, Suite 3400, Seattle, WA 98104, US",USA,"3. Early Revenue,4. Scaling,2. Prototype,1. Idea or Patent,5. Growth","We invest in seed and early-stage technology companies in the Pacific NW, as well as early growth stage companies across the US. Our areas of focus are Intelligent Applications with AI/ML, Software Infrastructure, Low-code & No-code, the Future of Work, the Digital Transformation of Consumer Experiences, and the Intersection of Machine Learning and Life Sciences. More here: https://www.madrona.com/madronas-investment-themes-for-2020-and-beyond/ ",VC,"$1,000,000 ","$10,000,000 "
Maersk Growth,https://www.maersk.com/growth,https://www.linkedin.com/company/maersk-growth/,"Esplanaden 6, DK-1263 Copenhagen, Denmark","USA,Austria,Australia,Belgium,Canada,Denmark,Egypt,Finland,France,Germany,Ireland,Italy,Luxembourg,Netherlands,Norway,Portugal,Singapore,Spain,Sweden,Switzerland,UK","2. Prototype,3. Early Revenue,4. Scaling,5. Growth,1. Idea or Patent","We invest in early-stage startups that are digitizing, democratizing and decarbonizing supply chains. ",Corporate VC,"$100,000 ","$5,000,000 "
Magenta Venture Partners,https://magenta.vc/,https://www.linkedin.com/in/ori-israely-25828a2/,,,"2. Prototype,3. Early Revenue,4. Scaling",,VC,,
Magical Capital,http://www.magicalcapital.com/,,,,,,Other,,
Magma,http://mag.ma/,,,,,,VC,,
Magma Partners,https://www.magmapartners.com/,,Chile,Chile,2. Prototype,,VC,,
Magma Venture Partners,http://www.magmavc.com/,,,,"2. Prototype,3. Early Revenue,4. Scaling",,VC,,
Mahindra Partners,http://www.mahindrapartners.com,https://www.linkedin.com/company/mahindrapartners,"Mumbai, Maharashtra, India",India,,,Corporate VC,,
Mai Capital,https://mai.capital/,,Australia,Australia,,,VC,,
MAIF Avenir,https://www.maif-avenir.fr/,https://www.linkedin.com/company/maif-avenir/,"156 rue de l'universitÃ©, 75007 Paris",France,"3. Early Revenue,4. Scaling,5. Growth","We invest in European start-ups, mostly in series A companies (â‚¬80k+ MRR). We are sector agnostic but we love: HR Tech, Medtech, Circular Economy, AI-driven models. ",Corporate VC,"$500,000 ","$7,000,000 "
Mail.Ru Games Ventures,http://gamesventures.mail.ru/,https://www.linkedin.com/company/gamesventures,"Moscow, Moscow City, Russian Federation",Russia,,,Corporate VC,,
Mail.ru M&A Team,https://corp.mail.ru/en/,,,,,,VC,,
Main Sequence Ventures,https://www.mseq.vc,https://www.linkedin.com/company/mseqvc/,Australia,Australia,,,VC,"$250,000 ",
Maine Angels,http://www.maineangels.org/,https://www.linkedin.com/company/maine-angels,,,,,Angel network,,
Maine Venture Fund,http://www.maineventurefund.com/,https://www.linkedin.com/company/maine-venture-fund/,,,"2. Prototype,3. Early Revenue",,VC,,
MainLine Investment Partners,http://mainlineco.com/,,,,,,,,
Mainport Innovation Fund,https://www.mainportinnovationfund.nl/,,Netherlands,Netherlands,3. Early Revenue,,VC,"$200,000 ",
Maison Group,http://www.themaisongroup.com/,https://www.linkedin.com/company/2562260/admin/,,,"2. Prototype,3. Early Revenue",,VC,,
Majuven,https://www.majuven.com/,,Singapore,Singapore,3. Early Revenue,,VC,,
Make Studios,https://makestudios.co/,https://www.linkedin.com/company/makeitstartupstudio,"925 N La Brea Ave, 4th Floor, Los Angeles, California 90038, US",USA,"1. Idea or Patent,2. Prototype","We invest in idea-stage startups and bring them from 0 to revenue within 6 months. Focused on B2B SaaS solutions. 

We mainly look at the problem you are trying to solve and at the founder-product fit, not the idea itself. ",Startup studio,"$25,000 ","$75,000 "
Makers Boot Camp,https://makersboot.camp/,,,,"2. Prototype,3. Early Revenue",,VC,,
Makers Fund,https://makersfund.com/,https://www.linkedin.com/company/makersfund,Singapore,"USA,Israel,Canada",3. Early Revenue,,VC,,
makesense SEED,https://fund.makesense.org/,,,UK,,,VC,,
Maki VC,https://www.maki.vc/,https://www.linkedin.com/company/11442093,Finland,USA,3. Early Revenue,,VC,,
Makoto Capital,https://mkto-capital.jp/,,,Japan,,,VC,,
Manatt Venture Fund,https://www.manatt.com/venture-capital-emerging-companies,http://www.linkedin.com/shareArticle?url=https%3a%2f%2fmanatt.com%2fventure-capital-emerging-companies&title=Venture+Capital+%2f+Emerging+Companies,"Los Angeles, California, United States",USA,,,Corporate VC,,
Manchester Capital Management,http://www.mcmllc.com/,https://www.linkedin.com/company/manchester-capital-management/,"Manchester, Connecticut, United States",USA,,,Family office,,
Mandi Ventures,https://www.mandiventures.com/,https://www.linkedin.com/in/amoreirasalles,France,"USA,France",3. Early Revenue,,VC,,
Mandra Capital,http://www.mandracapital.com/,,,Hong Kong,,,Other,,
Mangrove Capital,http://www.mangrove.vc/,,Luxembourg,"Canada,France,Israel,Luxembourg,USA","1. Idea or Patent,2. Prototype,3. Early Revenue",,VC,,
Manifest Growth,https://www.manifestgrowth.com/,,,,,,,,
Manifold Ventures,https://www.manifold.group/ventures,https://www.linkedin.com/company/founderequity/,"118 N Peoria St., Chicago, Illinois 60607, US","USA,Canada","2. Prototype,3. Early Revenue,4. Scaling","We invest in early-stage, North American companies.",VC,"$250,000 ","$1,000,000 "
Manutara Ventures,https://www.manutaraventures.com/home,https://www.linkedin.com/company/10519254/,Chile,Chile,,,VC,,
Marathon Venture Capital,https://marathon.vc,https://www.linkedin.com/company/marathon-venture-capital,"5-7 Lempesi Str, 117 42 Acropolis, Athens, Greece",Greece,"2. Prototype,3. Early Revenue",We invest in ambitious Greek founders who build world-class technology companies.,VC,"$500,000 ","$2,000,000 "
Marathon Venture Partners,http://www.marathonvp.com/index_English.html,,,China,,,Other,,
Marc Bell Capital,http://marcbell.com,https://www.linkedin.com/in/marcbellmiami/,"Boca Raton, Florida, United States",USA,,,Family office,,
March Capital Partners,http://www.marchcp.com/,https://www.linkedin.com/company/march-capital,,,"4. Scaling,5. Growth",,VC,,
Marcy Ventures,https://www.marcyvp.com/,,,,,,Other,,
Marigold Capital,https://marigold-capital.com/,https://www.linkedin.com/company/marigold-capital/,"366 Adelaide St. W., Suite 606 Toronto ON M5V 1R9","Canada,USA",3. Early Revenue,"We invest in Canadian and US founders with technology-enabled products and services that deliver value to women, Black, Indigenous, People of Colour (BIPOC) and other underserved groups. $15,000+ MRR across mental health, femtech, edtech, fintech and supply chain resilience/transparency B2B and B2C sectors/markets.",VC,"$50,000 ","$200,000 "
Mark 2 Capital,https://www.mk2c.com/,,,,,,,,
Marker,http://www.marker-llc.com,,,,,,,,
Market One Capital,http://moc.vc/,https://www.linkedin.com/company/m1c/,,,"2. Prototype,3. Early Revenue",,VC,,
Maroon Venture Partners Fund,http://www.maroonventurepartners.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Marsbio,https://www.marsbio.vc/,,USA,USA,2. Prototype,,VC,,
Marshall Ventures,http://marshallventures.com/,https://www.linkedin.com/company/marshall-ventures-llc?trk=top_nav_home,,,"2. Prototype,3. Early Revenue",,VC,,
Marubeni Ventures,https://marubeni-ventures.com/en/,,,Japan,"3. Early Revenue,4. Scaling",,Corporate VC,,
Masawa,https://masawa.fund/,https://www.linkedin.com/company/masawafund/,"Rheinsberger Strasse 76/77, 10115 Berlin, Germany","Norway,Sweden,Finland,Denmark,Iceland,Ireland,UK,Estonia,Latvia,Lithuania,Ukraine,Poland,Czech Republic,Germany,Netherlands,Belgium,Luxembourg,Austria,Switzerland,Slovakia,Slovenia,France,Italy,Romania,Moldova,Hungary,Greece,Serbia,Croatia,Spain,Andorra,Liechtenstein,Portugal,Monaco,Turkey,Israel,Palestine,North Macedonia,Montenegro,Bulgaria,Malta,Cyprus,Canada,Mexico,Kenya,Nigeria,Indonesia,China,India","2. Prototype,3. Early Revenue",We invest in founders revolutionizing the mental wellness landscape.,VC,"$50,000 ","$2,000,000 "
Mass Medical Angels,http://www.massmedangels.com/,,,,,,Angel network,,
Massachusetts Clean Energy Center,https://www.masscec.com/investments-program,https://www.linkedin.com/company/masscec/,,,,,,,
MassChallenge,http://masschallenge.org,https://www.linkedin.com/school/masschallenge/,,,,,VC,,
MassMutual Ventures,https://www.massmutualventures.com/,https://www.linkedin.com/company/massmutual-ventures/,"470 Atlantic Avenue, Boston, MA 02110, US","USA,Singapore,Hong Kong,Australia,India,Indonesia,Malaysia,Thailand,Vietnam,Israel","3. Early Revenue,4. Scaling,5. Growth","We invest in enterprise software, cybersecurity, financial technology, and digital health companies. ",Corporate VC,"$500,000 ","$10,000,000 "
Matador Ventures,https://matador-ventures.com/our-manifesto/,,UK,"Israel,USA,UK",3. Early Revenue,,VC,,
Match2blue,http://match2blue.com,http://www.linkedin.com/company/match2blue,"Engelplatz 14a, 07743 Jena, Germany",Germany,,,Corporate VC,,
Matchstick Ventures,https://www.matchstickventures.com/,https://www.linkedin.com/company/matchstick-ventures/,"Boulder CO 80302, United States",USA,"1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in software startups in the ""seed phase"" that have a connection to the Rockies (CO, UT, MT, AZ, WY, ID, NM) or North (MN, WI, MI, IA, IL, IN, OH) regions of the US.",VC,"$250,000 ","$1,000,000 "
Material Impact Fund,https://materialimpact.com/,,,,,,,,
Math Venture Partners (MVP),https://www.mathventurepartners.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Matrix Partners,https://www.matrixpartners.com/,,"San Francisco, California, United States","India,USA,China",,,Other,,
Matter,http://www.matter.vc,,,,,,,,
Mava Ventures,http://mavavc.com/,https://www.linkedin.com/company/mava-ventures/,"New York, USA",USA,"2. Prototype,3. Early Revenue,1. Idea or Patent","We invest in early-stage (angel, pre-seed, seed) US-based B2B SaaS and B2B FinTech startups.",Family office,"$100,000 ","$250,000 "
Maven Capital Partners,http://www.mavencp.com/,https://www.linkedin.com/company/maven-cp,,,,,VC,,
Maven Ventures,https://www.mavenventures.com/,https://www.linkedin.com/company/maven-ventures-vc.?trk=biz-companies-cym,USA,USA,,,VC,"$750,000 ",
Maven11,https://www.maven11.com/,https://www.linkedin.com/company/maven11/,,Netherlands,,,VC,,
Maverick Ventures (Israel),https://www.maverick.vc/,https://www.linkedin.com/company/maverick-ventures-israel-l-p-,"26 Nachmani, Tel Aviv, Israel",Israel,"3. Early Revenue,4. Scaling",We invest in Israeli founders in companies with early growth traction and initial revenues. ,VC,"$1,000,000 ","$6,000,000 "
Maverick Ventures (USA),https://www.maverickventures.com/,,"San Francisco, California, United States","USA,Israel,Canada",3. Early Revenue,,VC,,
Maveron,https://www.maveron.com/,http://www.linkedin.com/company/60039/,"San Francisco, California, United States",USA,,,Other,,
Max Giant Capital,http://www.maxgiantcapital.com/,,,Hong Kong,,,VC,,
Max Ventures,http://www.maxventures.vc/,https://www.linkedin.com/in/ryan-darnell-9728013b/,,,,,Other,,
Maxfield Capital,http://www.maxfield.vc/,https://www.linkedin.com/company/2869513,USA,"USA,Israel",3. Early Revenue,,VC,,
Maxim Partners,https://www.maximpartnersllc.com/,https://www.linkedin.com/company/maxim-partners-llc/about/,"Chicago, Illinois, United States",USA,,,Family office,,
Mayfield Fund,https://www.mayfield.com/,https://www.linkedin.com/company/mayfield-fund,"2484 Sand Hill Rd, Menlo Park, California US","India,USA","3. Early Revenue,4. Scaling,2. Prototype","We invest in:
- enterprise. SaaS, infra, dev ops, semi, networking, security
- consumer: eCommerce (subscription), marketplaces, health and wellness, financial services, networks & communities, productivity, device-as-a-service
- engineering bio: synthetic bio, therapeutics, med devices, sustainable materials and foods
- products and services that are not only good potential businesses, but are also good for people, society and planet.",VC,"$2,000,000 ","$10,000,000 "
MB Venture Partners,http://www.mbventures.com/,,USA,USA,3. Early Revenue,,VC,,
MBU Capital,http://www.mbucapital.com,https://www.linkedin.com/company/mbu-capital,"London, England, United Kingdom",UK,,,Corporate VC,,
MC Capital,http://mc-capital.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
McCombs Partners,http://mccombspartners.com/,,"San Antonio, Texas, United States",USA,,,Family office,,
McCune Capital,https://www.mccune.vc/,,,,,,VC,,
MCI Mandiri Capital Indonesia,http://mandiri-capital.co.id/en/home/,https://www.linkedin.com/company/mandiri-capital-indonesia-mci/,"Jakarta, Jakarta Raya, Indonesia",Indonesia,,,Corporate VC,,
Md Start,https://www.mdstart.eu/,,France,France,,,VC,,
MDC Ventures,http://mdcventures.vc/,https://www.linkedin.com/in/jessicapeltz,"New York, New York, United States",USA,,,Corporate VC,,
MDI Ventures by Telkom Indonesia,http://www.mdi.vc,https://www.linkedin.com/company/mdi-indigo-ventures,"Jakarta, Jakarta Raya, Indonesia",Indonesia,,,Corporate VC,,
MDV,http://www.mdv.com.my/en,,,,,,VC,,
Meads Bay Capital,http://www.meadsbaycapital.com,,"New York, New York, United States",USA,,,Family office,,
Meda Angels,https://medaangels.com/,,,,,,Angel network,,
Medevice Capital,http://www.medevice.eu/en/,,France,France,3. Early Revenue,,VC,"$500,000 ",
Media DevelopmentInvestment Fund,https://www.mdif.org/,,,,,,Other,,
Media Ventures,https://mediaventures.de/index.php/homepage.html,,,,,,Other,,
MediaCap,http://mediacap.com.au,https://www.linkedin.com/in/craig-stephen-4991742/,Australia,Australia,,,Other,"$500,000 ",
Medica Venture Partners,http://www.medicavp.com,,,,"5. Growth,6. Pre-IPO",,VC,,
Medicxi Ventures,https://www.medicxiventures.com/,https://www.linkedin.com/company/medicxi-ventures,UK,UK,"2. Prototype,3. Early Revenue",,VC,,
MedImmune Ventures,http://medimmuneventures.com,,"Gaithersburg, Maryland, United States",USA,,,Corporate VC,,
Medison Ventures,https://www.medisonventures.com/,,,,"5. Growth,6. Pre-IPO",,VC,,
Mediterranean Towers Ventures,http://ventures.migdalei.co.il/,https://www.linkedin.com/company/18146979/,,,,,Corporate VC,,
Medley Partners,http://medley-partners.com,https://www.linkedin.com/company/medley-partners/,"San Francisco, California, United States",USA,,,Family office,,
MedVenture Partners,http://www.medvp.co.jp/english/,,Japan,Japan,,,VC,,
Medvest,http://medvest.co.uk/,https://www.linkedin.com/company/medvest-uk-llp/,,,"2. Prototype,3. Early Revenue,4. Scaling",,VC,,
MEDX Ventures Group,http://www.medxventures.com/,,,,"5. Growth,6. Pre-IPO",,VC,,
Mehta Ventures,https://mehtaventures.co/,https://www.linkedin.com/in/mehta-sanjay/,"La Habra, California, United States",USA,,,Family office,,
Mellanox Capital,http://www.mellanoxcapital.com/,,,,"5. Growth,6. Pre-IPO",,VC,,
Menlo Ventures,https://www.menlovc.com/,https://www.linkedin.com/company/menlo-ventures,"Menlo Park, California, United States","USA,Israel,Canada,France","3. Early Revenue,4. Scaling",,VC,,
MeOhr Ventures,https://www.meohrventures.com/,https://il.linkedin.com/company/meohr-ventures,"39 Yosef Shechter St, Haifa, Israel 3436600, IL","Israel,France","3. Early Revenue,4. Scaling,5. Growth,2. Prototype",We invest in potential for globally impactful life-science innovation. ,VC,"$250,000 ","$25,000,000 "
Mercado Libre Fund,https://www.mercadolibre.com/fund,,"Buenos Aires, Distrito Federal, Argentina",Argentina,,,Corporate VC,,
Mercato Partners,http://www.mercatopartners.com,https://www.linkedin.com/company/mercato-partners/,,,,,VC,,
Mercia Fund Management,http://www.merciafund.co.uk/,https://www.linkedin.com/company/mercia-asset-management,,,,,VC,,
Mercia Tech,https://www.merciatech.co.uk/,https://www.linkedin.com/company/mercia-asset-management,UK,UK,3. Early Revenue,,VC,,
Merck Global Health Innovation Fund,http://www.merck.com/ghi,,"Whitehouse Station, New Jersey, United States",USA,,,Corporate VC,,
Mercury Fund,https://mercuryfund.com/,https://www.linkedin.com/company/mercury-fund/,"3737 Buffalo Speedway, 1750, Houston, Texas 77098, USA",USA,"3. Early Revenue,4. Scaling",We invest in startups that are digitizing the customer journey that are based outside of the West Coast and Northeast. B2B SaaS and B2B2C business models with at least 250K in ARR or run rate.,VC,"$750,000 ","$5,000,000 "
MergeLane,https://www.mergelane.com/,,,,"2. Prototype,3. Early Revenue",,Other,,
Merian Ventures,https://merianventures.com/,http://www.linkedin.com/company/merian-ventures,,,"2. Prototype,3. Early Revenue",,VC,,
Merieux Developpement,http://www.merieux-developpement.com/,https://www.linkedin.com/company/merieux-equity-partners/,,France,,,Other,,
Meritech Capital Partners,https://www.meritechcapital.com/,https://www.linkedin.com/company/meritech-capital-partners/,"Palo Alto, California, United States",USA,,,Other,,
Merkaba Capital,http://www.merkaba-capital.com/,https://www.linkedin.com/company/merkabacapital/,"New York, New York, United States",USA,,,Family office,,
Meron Capital,https://www.meron.co/,,Israel,"USA,Israel",3. Early Revenue,,VC,,
Merus Capital,http://www.meruscap.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
MESA Ventures,http://www.mesa.vc/,,,,"2. Prototype,3. Early Revenue",,VC,,
Meta Health Ventures,https://www.meta-health.info/,,,,"2. Prototype,3. Early Revenue",,VC,,
MetaProp Ventures,https://www.metaprop.vc/,https://www.linkedin.com/company/metaprop-nyc/,"214 W 39th St Suite 705, New York, NY 10018",USA,"3. Early Revenue,2. Prototype",We invest in PropTech and Construction Tech exclusively at the Seed and Series A,VC,"$500,000 ","$3,000,000 "
Metropolis VC,https://metropolisvc.com/about/,,China,China,3. Early Revenue,,VC,,
Mexican.vc,http://mexican.vc/,,,,"2. Prototype,3. Early Revenue",,VC,,
Meyer Equity,https://www.meyerequities.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
MGO Digital Ventures,http://www.mgo-ventures.de,,"Bamberg, Bayern, Germany",Germany,,,Corporate VC,,
MHS Capital,http://mhscapital.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
MI Ventures,http://www.miventuresllc.com,http://www.linkedin.com/pub/aaron-allon/22/197/679,,,,,VC,,
Michael & Susan Dell Foundation,http://www.msdf.org,https://www.linkedin.com/company/michael-&-susan-dell-foundation,"Austin, Texas, United States",USA,,,Family office,,
Michael Grabner Media,https://www.michaelgrabner.com/,,,,,,Other,,
Michelson 20MM Foundation,https://20mm.org/,https://www.linkedin.com/company/the-michelson-20mm-foundation,,,"2. Prototype,3. Early Revenue",,VC,,
Michigan Angel Fund,http://www.miangelfund.com/,,,,,,Angel network,,
Microdel,https://www.microdel.co.il/,,,,"2. Prototype,3. Early Revenue",,VC,,
Microequities Venture Capital Fund,https://microequities.com.au/our-funds/venture-capital-fund/,https://www.linkedin.com/company/microequities-pty-ltd,Australia,Australia,,,VC,,
MicroVest CapitalManagement,https://microvestfund.com/,https://www.linkedin.com/company/microvestfund,,,,,Other,,
Mid-America Angels,http://www.midamericaangels.com/,,,,,,Angel network,,
Mid-Atlantic Bio Angels,http://bioangels.net/,https://www.linkedin.com/groups/5173315/,,,,,Angel network,,
Midana Capitalâ€‹,https://www.midanacap.com/,https://www.linkedin.com/company/midana-capital-inc?trk=company_logo,,Hong Kong,,,VC,,
MiddleGame Ventures,http://www.middlegamevc.com/,https://www.linkedin.com/company/middlegame-ventures/,,UK,,,VC,,
Middleland Capital,http://www.middlelandcap.com,https://www.linkedin.com/company/middleland-capital/,,,,,VC,,
MidMarket Place,https://midmarketplace..com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Midven,https://midven.co.uk,https://www.linkedin.com/company/midven,UK,UK,,,VC,,
MIG,https://www.mig.ag/en/home.html,https://www.linkedin.com/company/mig-capital-ag/,Germany,Germany,3. Early Revenue,,VC,"$500,000 ",
Mighty Capital,https://mighty.capital/,https://www.linkedin.com/company/mighty-capital/,USA,USA,,,VC,,
Mila Capital,https://www.mila.vc/,https://www.linkedin.com/company/milacapital/,USA,USA,2. Prototype,,VC,,
Milano Venture,http://www.milanoventure.com,,"Milan, Lombardia, Italy",Italy,,,Corporate VC,,
Militello Capital,http://www.militellocapital.com,,,,,,,,
Millennium Tech Value Partners,http://www.mtvlp.com,,,,,,VC,,
Mind Fund,https://mindfund.com/,,,Hong Kong,,,VC,,
Mindrock Capital,https://www.mindrock.vc/,https://www.linkedin.com/company/mindrock/,"San Francisco, California, United States",USA,,,Family office,,
