Investor name,Website,Linkedin,Global HQ,Countries of investment,Stage of investment,Investment thesis,Investor type,First cheque minimum,First cheque maximum
First Check Ventures,https://www.firstcheckventures.com/,https://www.linkedin.com/company/first-check-ventures,Mexico,"USA,Mexico,India,Pakistan,Colombia,Brazil,Afghanistan,Albania,Algeria,Angola,Andorra,Antigua and Barbuda,Armenia,Argentina,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Barbados,Bangladesh,Belarus,Belgium,Belize,Benin,Bhutan,Bolivia,Bosnia-H,Botswana,Brunei,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Central African Republic,Chad,Chile,China,Comoros,Congo (Congo-Brazzaville),Costa Rica,Côte d'Ivoire,Croatia,Cuba,Cyprus,Czech Republic,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,""Eswatini (fmr. """"Swaziland"""")"",Ethiopia,Fiji,Finland,France,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Grenada,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hong Kong,Hungary,Iceland,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Liechtenstein,Lithuania,Luxembourg,Lybia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Zealand,Nicaragua,Niger,Nigeria,North Korea,North Macedonia,Norway,Oman,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Saint Vincent and the Grenadines,Samoa,San Marino,Sant Kitts and Nevis,Sant Lucia,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Tuvalu,Uganda,UK,Ukraine,UAE,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Yemen,Zambia,Zimbabwe","3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO,2. Prototype,1. Idea or Patent",We invest in early stage startups across the globe,VC,"$100,000 ","$1,000,000 "
First Imagine,http://www.firstimagine.com,,UK,"Israel,UK",3. Early Revenue,,VC,,
First Principles,https://www.firstprinciples.vc/,,,,"2. Prototype,3. Early Revenue",,VC,,
First Round Capital,https://firstround.com/,,"San Francisco, California, United States",USA,"2. Prototype,3. Early Revenue",,VC,,
First Track Ventures,https://www.firsttracks.vc/,,,,"2. Prototype,3. Early Revenue",,VC,,
Firstime Venture Capital,http://firstime.vc/,,Israel,Israel,3. Early Revenue,,VC,,
FirstMark Capital,https://firstmarkcap.com/,,"New York, New York, United States","USA,Israel,Canada,France","3. Early Revenue,4. Scaling",,VC,,
FirstMinute Capital,https://www.firstminute.capital/,,UK,"USA,Israel,UK,France",3. Early Revenue,,VC,,
Firstrock Capital,http://www.firstrock.vc/,,,,,,VC,,
Fitt Insider,https://insider.fitt.co/investments/,https://www.linkedin.com/company/fitt-insiders,3700 Butler Street Pittsburgh PA 15201 ,"USA,Canada","2. Prototype,1. Idea or Patent,3. Early Revenue","We invest in early-stage companies across fitness, wellness, and health. We leverage the research from our weekly industry analysis to find opportunities and match that to idea stage to seed stage companies. ",Family office,"$15,000 ","$150,000 "
Fitz Gate Ventures,http://www.fitzgate.com,,,,,,,,
Five Elms Capital,https://www.fiveelms.com/,https://www.linkedin.com/company/five-elms-capital/,"4801 Main St Suite 700, Kansas City, MO 64112, USA","Argentina,Australia,Belgium,Austria,Bolivia,Brazil,Canada,Chile,Colombia,Denmark,Ecuador,Finland,France,Germany,Italy,Ireland,USA,UK,Switzerland,Sweden,South Africa,Portugal,Norway,New Zealand,Mexico,Venezuela,Israel,Luxembourg,Spain,Costa Rica,Czech Republic,Croatia,Bosnia-H,El Salvador,Estonia,Latvia,Iceland,Netherlands,Peru,Ukraine,Slovenia","4. Scaling,5. Growth",We invest $5-50M into B2B software companies in the US or international with $2-20 million in revenues. Minority or majority investments and growth capital or liquidity for founders and early investors. ,VC,"$5,000,000 ","$50,000,000 "
Five Four Ventures,https://www.fivefourventures.com/,,,,,,Other,,
FiveV Capital,https://www.fivevcapital.com/,,Australia,Australia,,,Other,,
FJ Labs,https://fjlabs.com/,https://www.linkedin.com/company/fj-labs/,"New York, New York, United States","USA,UK,France,Spain,Brazil,Colombia,Argentina,Mexico,Canada,Chile,Germany,Netherlands,Sweden","3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO",https://fabricegrinda.com/fj-labs-investment-strategy/,VC,"$250,000 ","$2,000,000 "
Flagship Pioneering,https://www.flagshippioneering.com/,,"Cambridge, Massachusetts, United States",USA,3. Early Revenue,,VC,,
Flare Capital,https://www.flarecapital.com/,,,,,,,,
Flash Ventures,https://www.fl4sh.vc,https://www.linkedin.com/company/fl4shventures,"Charlottenstraße 4, 10969 Berlin, Germany","Australia,Brazil,Indonesia,India,Thailand,Singapore,Malaysia,Germany,France,Spain,UK","1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in talented founders at pre-seed stage, empowering them to build game-changing businesses.",VC,"$500,000 ","$1,000,000 "
Flashpoint,https://flashpointvc.com/,https://www.linkedin.com/company/flashpointvc,"64 New Cavendish Street, London, United Kingdom ","Hungary,Czech Republic,Slovenia,Slovakia,Croatia,Austria,Poland,Belarus,Armenia,Georgia,Bulgaria,Serbia,Greece,Montenegro,North Macedonia,Turkey,Ukraine,Romania,Lithuania,Latvia,Estonia,Finland,Russia,Israel,USA,UK","4. Scaling,5. Growth,3. Early Revenue","We invest in founders from Eastern Europe or Israel, building capital-efficient businesses with a global focus.  ",VC,"$1,000,000 ","$5,000,000 "
Flatiron Investors,http://www.flatironinvestors.com/,,,,,,VC,,
Flexible Capital Fund,http://flexiblecapitalfund.com/,,,,,,,,
Flight Ventures,http://flight.vc/,,,,"2. Prototype,3. Early Revenue",,VC,,
Floodgate,https://floodgate.com/,,"Palo Alto, California, United States","USA,Israel,Canada","2. Prototype,3. Early Revenue",,VC,,
Flora Family Foundation,http://www.florafamily.org,,"Menlo Park, California, United States",USA,,,Family office,,
FLSmidth,http://www.flsmidth.com/,,,,,,Other,,
Fluxunit by Osram,http://www.fluxunit.de,https://www.linkedin.com/company/fluxunit-osram-ventures/,"München, Bayern, Germany","USA,Israel,Canada,Germany",3. Early Revenue,,Corporate VC,"$500,000 ",
Fly Ventures,https://www.fly.vc/,,Germany,Germany,3. Early Revenue,,VC,"$500,000 ",
Flybridge,https://www.flybridge.com/,,"Boston, Massachusetts, United States",USA,,,Other,,
Flywheel Ventures,https://www.flywheelventures.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Flywheel Social Enterprise Hub,https://www.flywheelcincinnati.org/,,,,,,Angel network,,
Foley Ventures,https://www.foleyventures.com/,,,,,,,,
Follow [the] Seed,https://followtheseed.vc/,,Australia,"Australia,USA,Israel,China",,,VC,,
Food Angels,https://food-angels.org/,,,,,,Angel network,,
FoodLab Capital,http://foodlabcapital.com/,,,,"2. Prototype,3. Early Revenue,4. Scaling",,VC,,
For Good Ventures,https://forgoodventures.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
For Startups,https://forstartups.com/,,,Japan,,,Corporate VC,,
Forbion,https://forbion.com,,Netherlands,Netherlands,3. Early Revenue,,VC,,
Force for Good Fund,http://www.lifteconomy.com/forceforgood/,,"San Francisco, California, United States",USA,,,Family office,,
Force Over Mass,http://www.fomcap.com/,,UK,"USA,UK",3. Early Revenue,,VC,,
Forefront Venture Partners,https://www.forefrontvp.com/,https://www.linkedin.com/company/forefront-venture-partners/,"6001 Broken Sound Pkwy NW Suite 418 Boca Raton, FL 33487","Canada,USA,Austria,Belgium,Denmark,Finland,France,Germany,Greece,Italy,Netherlands,Norway,Spain,Sweden,Switzerland,UK,Israel,Australia,New Zealand","3. Early Revenue,4. Scaling","We invest in companies that are already generating revenue and are demonstrating consistent revenue growth. 
- We invest in companies with great teams, bringing deep domain expertise, an innate understanding of the problem they are trying to solve, and the potential to credibly scale the business. 
- We invest in companies with products or services that solve a real pain point. 
- We invest in companies that have a proprietary or highly differentiated product with a path towards sustainable differentiation. 
- We invest in companies with enormous potential for growth and that are addressing large target markets. 
- We invest in companies with reasonable valuations reflecting a realistic assessment of the company's progress to date and prospects for success. 
- We have a strong preference for companies that are demonstrating early evidence of having identified efficient, scalable, paid customer acquisition channels, a low ratio of Customer Acquisition Cost to Lifetime Value, and a quick time to recoup Customer Acquisition Cost. 
- We invest in companies that will have a minimum available cash runway of 12 months post-close. 
- We invest in companies that are capital efficient and can scale quickly without a lot of additional capital. We gravitate towards entrepreneurs who treat every dollar as if it’s their own and who think carefully about raising capital – both the timing and the amount – to optimize for success. 
- We prefer to invest in companies where the Forefront community can add significant value beyond capital. This includes introductions, strategic advice, referrals, and more.",VC,"$500,000 ","$1,000,000 "
Forepont Capital Partners,https://forepont.com/,,,,"3. Early Revenue,4. Scaling",,VC,,
Forerunner Ventures,https://forerunnerventures.com/,https://www.linkedin.com/company/forerunner-ventures/,"1161 Mission Street, San Francisco, CA 94103, US",USA,"3. Early Revenue,4. Scaling",We invest in consumer commerce ,VC,"$1,000,000 ","$20,000,000 "
Foresite Capital,https://www.foresitecapital.com/,,,USA,,,Other,,
Forestay Capital,https://www.forestaycapital.com/,,Switzerland,"USA,Israel,Canada",3. Early Revenue,,VC,"$5,000,000 ",
Form Life Ventures,https://www.form.life/,https://www.linkedin.com/company/formlife,"377 Collingwood Street, CA 94114","USA,Israel,UK,Germany","3. Early Revenue,4. Scaling","We invest in tech-enabled health, wellness, and longevity companies to keep people healthy.",VC,"$500,000 ","$2,000,000 "
Formation 8,https://formation8.com/,https://www.linkedin.com/company/formation-8/,"San Francisco, California, United States",USA,,,Other,,
Fort Ross Ventures,https://www.fortross.vc/,http://linkedin.com/in/ratanmanehani,,"USA,Israel",4. Scaling,,VC,,
Forté Ventures,http://www.forteventures.com,,,,,,,,
Fortify Ventures,http://fortifyventures.com/,,,,,,VC,,
Fortissimo Capital,http://www.ffcapital.com,,,,"5. Growth,6. Pre-IPO",,VC,,
Forward One,https://www.forward.one/,,,Netherlands,,,VC,,
Forward Partners,https://forwardpartners.com/,https://www.linkedin.com/company/forward-partners-uk/,"Aurora Building, 124 East Road, London, London N1 6FD, GB",UK,"3. Early Revenue,1. Idea or Patent,2. Prototype","We invest in applied AI, ecommerce and marketplaces",VC,"$300,000 ","$3,000,000 "
Forward Venture Capital,http://www.forwardvc.com/,,,,,,Other,,
Fosun RZ Capital,http://www.frzcapital.cn/,https://www.linkedin.com/company/%E5%A4%8D%E6%98%9F%E9%94%90%E6%AD%A3%E8%B5%84%E6%9C%AC/,,,"5. Growth,6. Pre-IPO",,VC,,
Foundation Capital,https://foundationcapital.com/,,"Palo Alto, California, United States","USA,Israel,Canada",3. Early Revenue,,VC,,
Founders Circle Capital,https://www.founderscircle.com/,,,,"3. Early Revenue,4. Scaling",,VC,,
Founder Collective,https://www.foundercollective.com/,,,USA,,,Other,,
Founder Equity,http://www.founderequity.com,,,,,,,,
FounderPartners,https://www.founderpartners.co/,https://www.linkedin.com/company/founderpartners/,"3 E 3rd Ave, San Mateo, California 94401, US","Argentina,Australia,Austria,Armenia,Belarus,Belgium,Bulgaria,Bosnia-H,Brazil,Canada,Croatia,Czech Republic,Denmark,Estonia,Finland,France,Germany,India,Hungary,Ireland,Israel,Japan,Latvia,Lithuania,Italy,Mexico,Netherlands,Norway,Poland,Portugal,Romania,Slovakia,Slovenia,Spain,Sweden,Switzerland,Taiwan,Ukraine,Turkey,UK,USA","3. Early Revenue,5. Growth,4. Scaling","We invest in global technical founders. We target capital-efficient businesses in software, digital media, APIs, and blockchain. Our center of gravity is in Silicon Valley but our team is global and we partner with companies from all over the world.",Startup studio,"$50,000 ","$1,000,000 "
Founders,https://www.founders.as/,,,,,,Other,,
Founders Co-Op,http://www.founderscoop.com/,,,,,,VC,,
Founders First Capital Partners,https://foundersfirstcapitalpartners.com/,,,,,,Other,,
Founders Fund,https://foundersfund.com,,"San Francisco, California, United States","USA,Israel,Canada",3. Early Revenue,,VC,,
Founders.ai,https://www.founders.ai/,https://www.linkedin.com/company/founders-ai/,"1040 Castro St, Mountain View, CA 94140",USA,"1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in pre-seed and seed startups who transform Enterprise with AI and data.,Family office,"$10,000 ","$200,000 "
FoundersGuild,http://www.foundersguild.com/,,,,,,VC,,
FoundersX,https://www.foundersxventures.com/about,,USA,USA,3. Early Revenue,,VC,,
Foundry Capital,https://www.foundrycapital.com/,,,France,,,Other,,
Foundry Group,https://www.foundrygroup.com/team/,,"Boulder, Colorado, United States","USA,Canada","2. Prototype,3. Early Revenue",,VC,,
Fountain Healthcare,http://www.fh-partners.com/,,UK,"USA,UK",3. Early Revenue,,VC,"$10,000,000 ",
Four Rivers Group,http://fourriversgroup.com/home-mobile/,,,,,,,,
FourDice Consulting,http://www.fourdiceventures.com,,"New York, New York, United States",USA,,,Family office,,
FPI Innovation Fund,http://www.fpivc.com/en/,,Russia,"USA,Israel",3. Early Revenue,,VC,,
Framework Venture Partners,https://www.framework.vc/,,Canada,Canada,3. Early Revenue,,VC,,
Framework Ventures,https://framework.ventures/,https://www.linkedin.com/company/framework-ventures/,"South Park, San Francisco, CA, USA","USA,China,Hong Kong,UK,Germany","2. Prototype,3. Early Revenue,4. Scaling,1. Idea or Patent","We invest in blockchain and crypto, specifically DeFi and NFTs. We partner with founders and teams to build token-based networks and develop the requisite cryptoeconomics, governance, and community to scale. We're currently investing out of Fund II. Cold reach out to our founders on Twitter.",VC,"$500,000 ","$5,000,000 "
Fraunhofer Tech Transfer Fund,https://www.fttf.fraunhofer.de/,,,UK,,,VC,,
Free Bank Capital,http://freebank.co.jp/,,,Japan,,,VC,,
Freebit Investment,http://fbinvest.co.jp/,,,Japan,,,Corporate VC,,
FreeFlow,https://www.freeflow.io/,,,,,,,,
Freemark Partners,http://www.freemarkpartners.com/,https://www.linkedin.com/company/freemark-partners/,"New York, New York, United States",USA,,,Family office,,
Freestyle Capital,https://freestyle.vc/,,"San Francisco, California, United States",USA,,,Other,,
Fresco Capital,https://fresco.vc/,,,Hong Kong,,,Other,,
Fresenius Medical Care Ventures,https://www.freseniusmedicalcare.com/en/healthcare-professionals/services-resources/fmcv/,,Germany,"USA,Germany",3. Early Revenue,,Corporate VC,,
Fresh Fund,https://www.fresh.fund/,,,,"2. Prototype,3. Early Revenue",,VC,,
FreshTracks Capital,http://www.freshtrackscap.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Friále,https://www.friale.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Frog Capital,https://frogcapital.com/,,UK,UK,3. Early Revenue,,VC,,
Frontcourt Ventures,http://www.frontcourtgroup.com,,,,,,,,
Frontier Angels,https://www.frontierangels.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Frontier Ventures,https://frontier.ventures/,,USA,"USA,Israel,Canada",3. Early Revenue,,VC,,
Frontline Ventures,https://www.frontline.vc/,https://www.linkedin.com/company/frontline-ventures/,"38 Rosebery Ave, London, EC1R 4RN, GB","USA,Canada,UK,France,Germany,Ireland,Switzerland,Netherlands,Spain,Portugal","2. Prototype,5. Growth,1. Idea or Patent,6. Pre-IPO","We invest in globally ambitious B2B companies on both sides of the Atlantic. 

We have two investment strategies:

1. We back founders across Europe building B2B software at pre-product, pre-seed, or seed stage

2. We back growth-stage US companies looking to expand into Europe",VC,"$100,000 ","$5,000,000 "
Frost Data Capital,https://www.frostdatacapital.com/,,,,,,,,
Frst,https://www.frst.vc/,https://www.linkedin.com/company/frstvc/,"17 rue Bergère, Paris 75009, France",France,"1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in seed-stage startups and focus on supporting a new generation of French entrepreneurs with global ambitions.,VC,"$500,000 ","$2,500,000 "
FTW Ventures,https://www.ftw.vc/,,,,"2. Prototype,3. Early Revenue",,VC,,
Fuel Capital,https://www.fuelcapital.com/,https://www.linkedin.com/company/fuel-capital/,"Burlingame, California, United States",USA,,,Other,,
Fuel For Growth,https://fuel4growth.vc/,,,UK,,,VC,,
Fuel Ventures,https://fuel.ventures/,https://www.linkedin.com/company/fuel-ventures,"145 City Rd, Hoxton, London, EC1V 1AZ, UK",UK,"3. Early Revenue,4. Scaling,1. Idea or Patent,2. Prototype","We invest into EIS qualifying marketplaces, platforms, and SaaS model businesses both B2B and B2C. We are relatively agnostic across all other sectors. We like revenue-producing businesses who are doing $5k-$100k MRR.",VC,"$650,000 ","$2,700,000 "
Fujitsu Limited,https://www.fujitsu.com/global/,,,Japan,,,Corporate VC,,
Fukui Capital and Consulting,http://www.fukuicc.co.jp/,,,Japan,,,VC,,
Fulcrum Investing,http://fulcruminvesting.com,https://www.linkedin.com/company/fulcrum-investing/,"Chicago, Illinois, United States",USA,,,Family office,,
Fulgur Ventures,https://fulgur.ventures/,,,,"2. Prototype,3. Early Revenue",,VC,,
Full Circle Venture Capital,http://www.fullcircle.vc/,,Australia,Australia,,,VC,,
FullCycle,https://www.fullcycle.com/,,,,,,,,
Function,https://function.vc/,,,,"3. Early Revenue,4. Scaling",,VC,,
Functional Medicine Ventures,https://www.funcmedven.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
FunCubator by FunCorp,https://funcubator.co/,https://www.linkedin.com/company/funcubator/,"Moscow, Moscow City, Russian Federation",Russia,,,Corporate VC,,
Fund NV,http://www.fundnv.com/,,,,,,Angel network,,
FundersClub,https://fundersclub.com/,,,USA,,,Other,,
FundingBox Deep Tech Fund,http://fundingbox.vc/,https://www.linkedin.com/company/fundingbox-vc/,"Warsaw, Poland",Poland,"2. Prototype,3. Early Revenue",We invest in early-stage European companies with a clearly defined technological advantage.,VC,"$100,000 ","$500,000 "
FundRx,https://fundrx.com/,,USA,"USA,Canada",3. Early Revenue,,VC,"$250,000 ",
Fung Capital,http://fungcap.com/,,,,,,,,
Fusion LA,https://www.fusionlabs.la/,,,,"2. Prototype,3. Early Revenue",,VC,,
Fusion Partners,https://fusionpartners.eu/,,,,"2. Prototype,3. Early Revenue",,VC,,
FusionX Ventures,https://www.fusionxventures.com/,,,USA,,,Other,,
Future Food Fund,https://futurefoodfund.nl/,,,Netherlands,"2. Prototype,3. Early Revenue",,VC,,
Future Industry Ventures,https://futureindustry.vc/,,,UK,,,VC,,
Future Perfect Ventures,http://futureperfectventures.com/home/,,USA,USA,3. Early Revenue,,VC,,
Future Positive Capital,https://www.futurepositivecapital.com/,https://www.linkedin.com/company/futurepositivecapital/,"49, Avenue d'iéna, Paris, Ile-de-France 75116, FR","France,UK,Switzerland,Belgium,Spain,Portugal,Italy,Germany,Netherlands,Luxembourg,Denmark,Norway,Sweden,Latvia","3. Early Revenue,2. Prototype",We invest in companies using technology to tackle pressing global challenges,VC,"$200,000 ","$3,000,000 "
Future Venture Capital,http://www.fvc.co.jp/english/index.html,,,Japan,,,VC,,
Future Ventures,https://future.ventures/,,USA,USA,3. Early Revenue,,VC,,
FuturePlay,https://futureplay.co/,,South Korea,South Korea,,,VC,,
Futuristic.vc,https://www.futuristic.vc/,,,,,,Other,,
FyreFem Fund Managers Pty,https://www.fyrefem.com/,,,,,,Other,,
Fyrfly VC,https://www.fyrfly.vc/,,,,,,,,
G Squared,http://gsquared.com/,,,,,,,,
G+J Digital Ventures,https://www.gujdv.com/de/home/,,,,,,Corporate VC,,
G20 Ventures,https://www.g20vc.com/,https://www.linkedin.com/company/g20-ventures,"500 Boylston Street, Boston MA 02116",USA,"3. Early Revenue,4. Scaling","We invest in East Coast enterprise tech startups, backed by more than 20 of the Northeast's most accomplished entrepreneurs.

We look for great teams in love with big problems, at or approaching the inflection point of customer validation. Our focus is on early-stage, East Coast, and enterprise software. We prefer technology risk to market risk, and don't invest in 100% consumer-facing businesses.

We get that great teams are built over time, but typically look for a core team that includes a technologist with experience building what they’re building now, and a business person who really understands the buyer and how to reach them. We like to see a product in market, and add the most value to businesses looking to scale their go-to-market model. 

Our sweet spot is $2-5 million in Series A. We reserve capital for every deal we do, we want to be with you all the way.",VC,"$2,000,000 ","$6,000,000 "
Gaia Capital Partners,https://www.gaiacap.co/,https://www.linkedin.com/company/gaiacap/,"14 avenue Hoche, 75008, Paris France","France,Germany,USA,UK,Sweden,Norway,Denmark,Finland,Spain,Italy,Belgium,Austria,Netherlands","5. Growth,6. Pre-IPO",We invest in European entrepreneurs engaged in technology disruption and sustainable growth. We invest $10m-$40m into high-growth scale-ups.,VC,"$10,000,000 ","$40,000,000 "
Gaingels,https://gaingels.com/,,"New York, New York, United States",USA,,,Angel network,,
Galaxy Ventures,http://www.galaxyventures.co.th,,"Bangkok, Krung Thep, Thailand",Thailand,,,Corporate VC,,
Galia Gestion,https://www.galia-gestion.com/,,,France,,,Other,,
Upslope Ventures,https://www.upslope.vc/,,,,,,,,
Gambit Ventures,http://www.gambitvc.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Gandyr Group,http://www.gandyr.com/en/business/,,Israel,"USA,Israel",3. Early Revenue,,VC,,
Gaorong Capital,https://www.gaorongvc.com/,,,,"4. Scaling,5. Growth",,VC,,
GAP Technology Holding,http://www.gaptechnologyholding.com/,,Germany,Germany,3. Early Revenue,,VC,,
Garage Technology Ventures,https://www.garage.com/,,USA,USA,3. Early Revenue,,VC,,
Gavriel Ventures,http://www.gavrielventures.com/,,,,"2. Prototype,3. Early Revenue,4. Scaling",,VC,,
GC Capital,http://www.gc-cap.com/,,,USA,,,Other,,
GCVC (Green Cow Venture Capital),https://www.greencow.vc/,,,,"2. Prototype,3. Early Revenue",,VC,,
GE Capital,https://www.gecapital.com/energy-financial-services,https://www.linkedin.com/company/gecapital/,,,,,,,
GE Ventures,https://www.ge.com/ventures/,,,,"5. Growth,6. Pre-IPO",,VC,,
Gecad Ventures,http://gecad.com/about/,,Romania,Romania,"2. Prototype,3. Early Revenue",,VC,"$1,000,000 ",
Geekdom Fund,https://geekdomfund.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Gefen Biomed Investments,http://www.gefenbiomed.com/,,,,"5. Growth,6. Pre-IPO",,VC,,
Gefen Capital,http://www.gefencapital.com/,,,,"5. Growth,6. Pre-IPO",,VC,,
Gelt VC,https://gelt.vc/,,USA,USA,2. Prototype,,VC,"$25,000 ",
Gemini,http://www.gemini.co.il/,,,,"2. Prototype,3. Early Revenue,4. Scaling",,VC,,
Gemme Venture,https://www.gemmes-venture.com/,,,France,,,Other,,
Gen Y Capital Partners,http://genycap.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Gen3 Ventures,https://www.gen3v.com/,https://www.linkedin.com/company/gen3ventures/,"San Francisco, California, United States",USA,,,Family office,,
gener8tor,https://www.gener8tor.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
General Atlantic,https://www.generalatlantic.com/,,USA,"USA,Israel,Canada,UK,France",,,VC,,
General Catalyst,https://www.generalcatalyst.com/,,"Cambridge, Massachusetts, United States","USA,Israel,Canada,France",3. Early Revenue,,VC,,
General Motors Ventures,http://www.gmventures.com,,"Warren, Michigan, United States",USA,,,Corporate VC,,
Generate Capital,https://generatecapital.com/,,,,,,,,
Generation Investment Management,https://www.generationim.com/,,,,,,,,
Generation Ventures,https://www.generationventures.com/,,Canada,"China,USA,Canada",3. Early Revenue,,VC,,
Generis Capital,https://www.generiscapital.com/,,,France,"3. Early Revenue,4. Scaling",,VC,"$1,000,000 ",
Genesia Ventures,http://en.genesiaventures.com/,,,Japan,,,VC,,
Genesis Capital,https://genesis-capital.com/,,,,,,Other,,
Genesis Investments,https://genesisinvest.vc/,,,,"2. Prototype,3. Early Revenue",,VC,,
Genesis Partners,http://www.genesispartners.com/,,,,,,VC,,
Genoa Ventures,https://www.genoavc.com/,,,USA,,,Other,,
Genting Ventures,https://www.gentingventures.genting/,https://www.linkedin.com/company/resorts-world-genting/,Singapore,"Singapore,Malaysia,Thailand,Indonesia,Philippines,Vietnam,UK,USA","3. Early Revenue,4. Scaling,5. Growth",We invest in tech-driven businesses which are synergistic to our BUs.  ,Corporate VC,$1 ,$2 
GEOC Go Capital & EOC,http://www.gocapitalgp.com/,,,,"5. Growth,6. Pre-IPO",,VC,,
Geodesic Capital,https://www.geodesiccap.com/,,,,"4. Scaling,5. Growth",,VC,,
Geolo Capital,http://www.geolo.com,https://www.linkedin.com/company/geolo-capital/,"San Francisco, California, United States",USA,,,Family office,,
Georgetown Angel Investor Network,https://www.georgetownangelnetwork.org/,,,,,,Angel network,,
German Accelerator,http://germanaccelerator.com/,,,,,,VC,,
Germin8 Ventures,http://germin8ventures.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
GFC Global Founders Capital,http://www.globalfounderscapital.com/,,,,,,Other,,
GGV Capital,https://www.ggvc.com/,,"Menlo Park, California, United States","USA,Israel,Canada","2. Prototype,3. Early Revenue",,VC,,
Giant Ventures,https://www.giant.vc/,,,UK,,,VC,,
Gilde Healthcare,https://gildehealthcare.com/,,Netherlands,"USA,Belgium,Netherlands,Luxembourg,Germany,Austria,Switzerland",3. Early Revenue,,VC,,
Gimv France,https://gimv.com/,,Belgium,"Belgium,Germany,Netherlands,France,Israel",3. Early Revenue,,VC,"$5,000,000 ",
Ginko Ventures,http://www.ginkopartners.com/,,Switzerland,"Switzerland,France,Israel","3. Early Revenue,4. Scaling,2. Prototype",,VC,,
GITV Global IoT Technology Ventures,https://www.gitv.vc/?lang=en,,Japan,"Israel,USA",3. Early Revenue,,VC,,
Giza Venture Capital,http://www.gizavc.com,,,,"2. Prototype,3. Early Revenue",,VC,,
Glasswing Ventures,https://glasswing.vc/,,,,,,,,
Glenrock Israel,https://www.grg.co.il/about-us,,Israel,Israel,3. Early Revenue,,VC,,
Glilot Capital Partners,http://glilotcapital.com,,,,"2. Prototype,3. Early Revenue",,VC,,
Global AI Internet Freedom Fund,https://gaiiff.com/,https://www.linkedin.com/company/the-global-ai-internet-freedom-fund/,,,"2. Prototype,3. Early Revenue",,VC,,
Global Brain Corporation,http://globalbrains.com/en/,,,Japan,,,VC,,
Global Environment Fund,http://www.globalenvironmentfund.com/,https://www.linkedin.com/company/global-environment-fund/,,,,,,,
Global Founders Capital,https://www.globalfounders.vc/,,Germany,"USA,Israel,Canada,Germany,France","3. Early Revenue,4. Scaling",,VC,,
Global Insurance Accelerator,http://globalinsuranceaccelerator.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Global Partnerships,https://globalpartnerships.org/,,,,,,Other,,
Globespan Capital Partners,https://www.globespancapital.com/,,"Boston, Massachusetts, United States",USA,,,Other,,
Globis Capital Partners,http://www.globiscapital.co.jp/en/,,,Japan,,,VC,,
Glory Ventures,http://www.en.glory-ventures.com/,,,,"5. Growth,6. Pre-IPO",,VC,,
Glynn Capital Management,https://www.glynncapital.com/,,"Menlo Park, California, United States",USA,,,Other,,
GMO Venture Partners,https://gmo-vp.com/en/,,Japan,USA,3. Early Revenue,,Corporate VC,,
Go Beyond,http://www.go-beyond.biz/,,,,,,Angel network,,
