Investor name,Website,Linkedin,Global HQ,Countries of investment,Stage of investment,Investment thesis,Investor type,First cheque minimum,First cheque maximum
FortySix Venture Capital,https://fortysixcapital.com/,https://www.linkedin.com/company/fortysix-venture-capital-llc/,"One Technology Center, 100 S. Cincinnati, Fl 5, Tulsa, OK 74103",USA,"2. Prototype,3. Early Revenue,4. Scaling","We invest in Energy Tech, Healthcare Tech and Digital Transformation companies in Oklahoma and the Heartland region.",VC,"$250,000 ","$1,000,000 "
Archangel Ventures,https://www.archangel.vc/,https://www.linkedin.com/company/archangel-ventures/,"27/209 Toorak Rd, South Yarra VIC 3141, Australia","Australia,New Zealand,Singapore",3. Early Revenue,We invest in Australian and New Zealand pre-seed and seed stage companies.,VC,"$20,000 ","$500,000 "
Vera Equity,https://veraequity.com/,https://www.linkedin.com/company/veraequity/,"New York, NY",USA,"1. Idea or Patent,2. Prototype",We invest in North American fintech start-ups at the pre-seed and seed stages,VC,"$150,000 ","$1,000,000 "
Z2Sixty Ventures,https://www.z2sixtyventures.com,https://www.linkedin.com/company/z2sixty-ventures,"Atlanta, GA",USA,"1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in mission-driven founders and teams with world-changing ideas that are making a positive impact on society.  They are developing and utilizing key enabling technologies to build global businesses. In particular, we look for founders involved in the following areas:
Climate Tech: Building climate-smart infrastructure, electric transportation, and enabling energy transition
Ageing Society: Supporting and empowering an aging generation through technology
Fintech: Improving access to financial resources and education
Health Tech: Improving health, well-being and social connections  

Technology is at the heart of our investment focus in businesses seeking to make a positive impact.  In addition to the verticals mentioned above, we also look at hardware and software solutions that can be applied across industries.  

We invest in US-based companies typically at the pre-seed to Series A stage.

We use an ESG lens to identify both hidden gems and potential risks that may inhibit future growth and investment returns.  We believe positive ESG action will ultimately lead to higher financial returns.",VC,"$100,000 ","$500,000 "
Olive Capital,https://olivecapital.vc,https://www.linkedin.com/company/olivecapital,"1203 Geneva, Switzerland","France,Switzerland,Sweden,Norway,UK,Belgium,Luxembourg","2. Prototype,1. Idea or Patent,3. Early Revenue","We invest in crypto and web3. 

Olive Capital is a media- and community-driven pre-seed fund, backing European companies accelerating the adoption of crypto & web3, driving change in the way we Create, Collaborate, Communicate.",VC,"$100,000 ","$150,000 "
FutureSight,http://futuresight.ventures,https://ca.linkedin.com/company/futuresightinc,"Toronto, Ontario","USA,Canada",1. Idea or Patent,We invest in values driven founders focused on B2B software opportunities at the idea stage.,Startup studio,"$100,000 ","$400,000 "
Goat Rodeo Capital,https://www.goatrodeocapital.com,https://www.linkedin.com/company/goat-rodeo-capital-management,"2030 Union Street, San Francisco, CA 94123",USA,"3. Early Revenue,4. Scaling,5. Growth","We invest in opportunities in the alcohol beverage, beverage, food, and adjacent technology industries.",VC,"$250,000 ","$2,000,000 "
Kaya Ventures,https://www.kaya.ventures/,https://www.linkedin.com/company/kaya-ventures/,"Boston, MA",USA,"1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in pre-seed companies expanding access to wellness within underserved markets. ,VC,"$100,000 ","$500,000 "
Curate Capital,https://www.curate.capital/,https://www.linkedin.com/company/curate-capital,"2220 Westcreek Lane, Houston, TX 77027",USA,"3. Early Revenue,4. Scaling","We invest in businesses by women for women. 

We are industry agnostic, but rather look for the best solutions being built for the female consumer. ",VC,"$500,000 ","$500,000 "
"Meyer Global Management, LLC",https://www.meyerglobalmgmt.com,https://www.linkedin.com/company/meyerglobal/,"477 Madison Avenue, Floor 6, New York, NY 10022",USA,"6. Pre-IPO,5. Growth,4. Scaling","We invest in US-based B2B companies in the manufacturing, energy, transportation, communication and blockchain space with recurring revenues, addressing $1T+ markets, and are shifting towards a ""platform-as-a-service"" model",Family office,"$100,000 ","$500,000 "
Aperture Venture Capital,https://aperturevc.com,https://www.linkedin.com/company/aperture-vc/,"201 King of Prussia Rd, Suite 650, Radnor, PA 19035",USA,"2. Prototype,3. Early Revenue",We invest in seed stage startups with diverse founders building a more inclusive economy with financial innovation. ,VC,"$500,000 ","$1,500,000 "
ATP Fund,https://www.atpfund.com,https://www.linkedin.com/company/atpfund,"1108 Lavaca Street, Austin, TX 78701",USA,"1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in deep science startups from underserved US markets focused on future of sustainable energy, health, and work.",VC,"$250,000 ","$1,000,000 "
Acrobator Ventures,https://acrobator.vc/,https://www.linkedin.com/company/acrobator-vc/,"Weesperplein 4A, 1018XA Amsterdam, the Netherlands ","Armenia,Estonia,Lithuania,Latvia,Georgia,Poland,USA,Netherlands,Ukraine",3. Early Revenue,We invest in Eastern Diaspora founders building international software companies on the cusp of international expansion at pre/seed stage.,VC,"$150,000 ","$2,000,000 "
Helicase Venture,https://www.helicaseventure.com/,https://www.linkedin.com/company/helicase-venture/,"1 Beacon Street, 15th Floor, Boston, MA 02108",USA,"1. Idea or Patent,2. Prototype","We invest in healthcare. 

Our mission at Helicase Venture is to work with early-stage companies to unlock their potential and achieve breakthroughs in science that will have a meaningful impact on patient care. We do this by helping teams strategize and navigate through the developmental stages to bring these therapies to patients.
 
Our investments are done as team with each member bringing their domain expertise and we leverage our wide range of scientific networks and advisors to make a well-rounded decision.
",VC,"$500,000 ","$5,000,000 "
Variant,https://variant.fund/,https://www.linkedin.com/company/variantfund/,"382 NE 191st St PMB 47003, Miami, Florida 33179-3899 US","USA,India,France","1. Idea or Patent,2. Prototype,4. Scaling,3. Early Revenue",We invest in pre-seed and seed crypto-native companies in the ownership economy.,VC,"$250,000 ","$7,000,000 "
PSV Tech01 (PreSeed Ventures),https://www.preseedventures.dk/,https://www.linkedin.com/company/preseed-ventures/,"Copenhagen, Denmark","Denmark,Sweden","1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in software companies.

The fund specializes in software and technology-enabled business cases. We consider all verticals and business models equally, as long as they’re technology-driven and founded by brave people using software to make the world a better place.",VC,"$100,000 ","$1,500,000 "
Founderment,https://www.founderment.dk/,https://www.linkedin.com/company/founderment,"Bülowsgade 68, Aarhus, Middle Jutland 8000, DK","Denmark,Sweden,Germany,UK,Norway","1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in early-stage startups. 

We want to be the first investor in a company and support them in the early phases of building their business.",VC,"$150,000 ","$700,000 "
Propagator.co,https://propagator.co,https://www.linkedin.com/company/propagator-co/,"Nørre Voldgade 96, Copenhagen, Denmark ",Denmark,"1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in scalable business models where founders want to grow as leaders to stay on top of their organization as it scales. ,"Incubator, Accelerator","$50,000 ","$100,000 "
The 81 Collection,https://www.81collection.com/,https://www.linkedin.com/company/the-81-collection/,Chicago IL,USA,"2. Prototype,1. Idea or Patent,3. Early Revenue,4. Scaling","We invest in the 81% of the US GDP that is starved for innovation and entrepreneurs transforming boring trades, hard work, unpleasant spaces, and structural inequity at the Pre-Seed, Seed, and Series A stage.",VC,"$250,000 ","$1,500,000 "
Refashiond Ventures,https://www.refashiond.com/,https://www.linkedin.com/company/refashiond/,"424 4th Street, Elmont, NY, 11003",USA,"3. Early Revenue,4. Scaling,2. Prototype","We invest in startups reinventing global, industrial supply chains through scalable networks, platforms, ecosystems, and information infrastructure; Defensible through economic moats. ",VC,"$25,000 ","$1,000,000 "
Triumph Culture Capital,https://tcc-partners.com,https://www.linkedin.com/company/tc-capital-partners,"16th Floor, 1111 West Georgia St., Vancouver, BC, Canada, V6E 4G2","Canada,USA,China","1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in global, creative/diverse pre-seed to series A, socially-conscious startups, and creative IP owners. We help in creating cultural relevance to produce attractive acquisitions in the media industry.",VC,"$100,000 ","$2,500,000 "
Realist Ventures,https://www.realistventures.com,https://www.linkedin.com/in/marierocha/,"Stamford, CT",USA,"3. Early Revenue,4. Scaling,2. Prototype","We invest in groundbreaking startups with diverse teams of pre-seed, and seed startups in Biotech, Saas, and Software. ",VC,"$100,000 ","$500,000 "
Chanzo Capital ,https://www.chanzocapital.com/,,"33, Edith Cavell Street, Port-Louis, 11324 ","Kenya,Côte d'Ivoire,Nigeria,Ghana,South Africa","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling","We invest in African tech ventures that are building the digital economy in sectors like Fintech, Edtech, Agtech, Healthtech, Cleantech, etc in Kenya, Ivory Coast, Nigeria, Ghana and South Africa (KINGS) - these countries are the KINGS of Africa's digital economy.",VC,"$25,000 ","$250,000 "
Steamwork Ventures,https://steamwork.vc,https://www.linkedin.com/company/steamworkvc/,"Los Angeles, CA",USA,"3. Early Revenue,4. Scaling","We invest in US-based software/AI companies that impact wealth, health, or climate, with early traction and experienced teams. Prefer LA/SoCal nexus.",VC,"$50,000 ","$750,000 "
Constantia New Business,https://www.cnb.capital/,https://www.linkedin.com/company/constantia-new-business/,"Opernring 19, Vienna, 1010, AT","Austria,Germany,Switzerland","3. Early Revenue,4. Scaling","We invest in high-tech & deep-tech B2B product companies showing first customer traction. 
",VC,"$500,000 ","$3,000,000 "
Trailhead Capital,https://www.trailheadcap.com/,https://www.linkedin.com/company/trailheadcapitalllc,"1803 S. Foothills Hwy., Boulder, CO, 80303, United States","Brazil,Australia,USA,Canada,Israel","3. Early Revenue,4. Scaling",We invest in regenerative food & agriculture companies,VC,"$500,000 ","$2,000,000 "
Oyster Ventures,https://oyster.vc/,https://www.linkedin.com/company/oyster-vc/,"1355 Market St, #488 , San Francisco, California 94102, US","USA,Canada,Mexico,South Korea,Japan,Thailand,Cambodia,Singapore,Philippines,Vietnam","1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in fintech startups,VC,"$150,000 ","$3,000,000 "
Velocity Ventures ,https://www.velocityventures.vc/,,33 Maude Road #02-01 YTC Building Singapore 208344,"Singapore,Malaysia,Thailand,Philippines,Indonesia,Cambodia,Brunei,Laos","3. Early Revenue,2. Prototype,4. Scaling",We invest in Hospitality & Travel early stage startups ,VC,"$250,000 ","$1,000,000 "
MDR Lab,https://lab.mdr.london/,https://www.linkedin.com/company/mdr-lab,"70 Kingsway, Africa House, London, England WC2B 6AH, GB","UK,USA,India,Australia,Germany,Sweden,Belgium,Norway,Denmark,Italy,Spain","2. Prototype,3. Early Revenue",We invest in early stage companies in the legal space and help them find pmf and get ready for commercial traction,Corporate VC,"$150,000 ","$50,000 "
AdirVentures,https://adirvc.com/,https://www.linkedin.com/company/adirventures/,"New York, NY","USA,Israel,UK","3. Early Revenue,4. Scaling","We invest in traditional insurance, distribution and Insurtech.  We also love SAAS solutions that may look to sell into insurance carriers or sell adjacent to insurance products. ",VC,"$1,000,000 ","$5,000,000 "
Climate Avengers,https://angel.co/v/back/climate-avengers,https://www.linkedin.com/in/kylecherrick/,"Irvine, CA","USA,UK,Canada","2. Prototype,3. Early Revenue,4. Scaling","We invest in climate and sustainability startups. 

Avenging the Planet One Investment in an Audacious Team at a Time. 
Seed to Series A with strong customer demand and big climate/sustainability impact potential. ",VC,"$25,000 ","$200,000 "
Ag Ventures Alliance,https://www.agventuresalliance.com/,https://www.linkedin.com/company/ag-ventures-alliance/,"Mason City, IA",USA,"1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in seed-stage agtech in the US. ,VC,"$100,000 ","$200,000 "
Maywic Select Investments,https://maywic.com/,https://www.linkedin.com/company/maywic-select-investments,"312 Walnut St, Cincinnati, OH 45202, United States",USA,"3. Early Revenue,4. Scaling",We invest in skilled and invested management teams and we support them by sharing our experience in building businesses that last.,VC,"$1,000,000 ","$3,000,000 "
Global Health Impact Fund,https://globalhealthimpactfund.com/,https://www.linkedin.com/company/global-health-impact-fund/,"1280 Boulevard Way. Walnut Creek, California 94595","USA,Canada,Israel","2. Prototype,3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO","We invest in healthcare and medical startups, including medical technology and digital health, across all stages through multiple funds.",VC,"$250,000 ","$1,500,000 "
Lotux,https://lotux.vc/,https://www.linkedin.com/company/lotuxvc,"Rio Lerma 94, Int. 101, 06500 CDMX, Mexico","Mexico,Colombia,Chile,Peru,Argentina,Brazil","1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in Latin American pre-seed startups building software-based companies that will improve the lives of the 99% in Latin America,VC,"$50,000 ","$100,000 "
Malpani Ventures,https://www.malpaniventures.com,https://www.linkedin.com/company/malpani-ventures/,"BKC, Mumbai, Maharashtra, India - 400071",India,"2. Prototype,3. Early Revenue","We invest in early revenue/ traction India focused companies across software/ SAAS, education and healthcare",Family office,"$100,000 ","$300,000 "
Alchemy,https://www.alchemysyndicate.com/,https://www.linkedin.com/in/alex-macdonald-48331625/,"Chelsea, London, UK","USA,UK","2. Prototype,3. Early Revenue,1. Idea or Patent","We invest in pre-seed and seed stage companies in the US and Europe. We are sector agnostic but have a specific interest in marketplaces, B2B SaaS and companies exhibiting network effects.",Angel network,"$5,000 ","$300,000 "
Founders Factory ,https://foundersfactory.com/,,"Northcliffe House, Young Street , Founders Factory, London, London W8 5EH, GB","UK,USA","1. Idea or Patent,3. Early Revenue,2. Prototype,4. Scaling","We invest across a variety of sectors including health tech, fintech and consumer. ","Incubator, Accelerator",,
Simsan Ventures,https://simsan.vc,https://www.linkedin.com/company/simsan-ventures,"83 Baker Street, London, W1U6AG, UK","UK,France,Germany,Spain,Netherlands,India,South Korea,Sweden,Estonia,Switzerland,Denmark","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling","We invest in early stage tech startups with focuses on deep tech and fintech in the UK, Europe, India and South Korea.",VC,"$100,000 ","$2,500,000 "
JPIN Venture Cataysts,https://www.jpin.co/,https://www.linkedin.com/company/jpin-venture-catalysts-ltd/,"40 Bank Street, Canary Wharf, London, TW16 6PY, GB","India,UK,South Africa","1. Idea or Patent,3. Early Revenue,2. Prototype,4. Scaling","We invest in worldwide blockchain, crypto and digital assets startups below Series C.",VC,"$50,000 ","$5,000,000 "
Aksara Ventures,https://aksara.vc,https://www.linkedin.com/company/aksara-ventures/,"Jakarta, Indonesia","Indonesia,Singapore","1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in ambitious Indonesian/SEA tech startups ,VC,"$50,000 ","$300,000 "
Northstar Ventures,https://northstarventures.co.uk/,https://www.linkedin.com/company/northstar-ventures-uk/,"5th Floor, Maybrook House, 27-35 Grainger Street, Newcastle upon Tyne, England, NE1 5JE",UK,"2. Prototype,3. Early Revenue,4. Scaling","We invest in teams with a presence in NE of england, with an early product with customers, predominantly focussed on:
Healthy Ageing
Future of Work and Learning
Future of Place
Climate Tech",VC,"$150,000 ","$700,000 "
Operator Exchange,https://operator.exchange,https://www.linkedin.com/company/operator-exchange/,Amsterdam,"USA,Austria,Belgium,France,Germany,Netherlands,Switzerland,UK","1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in early-stage start-ups. We invest individually up to 50k, or together as a syndicate up to 500k.",Angel network,"$5,000 ","$500,000 "
N/ABLE Capital,https://n-able.capital/,https://www.linkedin.com/company/n-able-capital/,"64 Knightsbridge, London, SW1X 7JF, United Kingdom",UK,"1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in idea-stage entrepreneurs and startups that may lack the technical skills to build their MVP. ,Angel network,"$12,000 ","$60,000 "
Immeasurable,https://immeasurable.com,https://www.linkedin.com/company/immeasurable-com,"West Hollywood, CA 90069","USA,Mexico,UK,Singapore,Vietnam,India,Brazil,China,South Africa","3. Early Revenue,2. Prototype,1. Idea or Patent",We invest in founders building ambitious companies all across the globe.,Family office,"$25,000 ","$100,000 "
Galliott Capital Advisors,https://galliott.com/,https://www.linkedin.com/company/galliott/,"9401 Wilshire Blvd, Beverly Hills, CA 90212","USA,Saudi Arabia","3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO",We invest in early stage companies where product market fit has been established and late stage companies.,Family office,"$1,000,000 ","$5,000,000 "
Flucas Ventures,https://www.flucasvc.com/,https://www.linkedin.com/company/flucas-ventures/,"Palm Beach, Florida, USA","USA,Nigeria,Mexico,Colombia,Brazil,India,Pakistan,Ghana,South Africa,Kenya,Canada,Israel,UAE,Egypt,Morocco","3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO","We invest in all geographies, sectors and stages, but have an emphasis on fintech and marketplaces. ",Angel network,"$100,000 ","$5,000,000 "
Alpine Ventures,https://alpine.vc/,,"2331 Glenview St, Alameda, CA 94501","USA,Canada,Indonesia,South Korea,Vietnam,UK,Germany,Brazil,Mexico,Nigeria,Zambia,Ghana,Australia,Colombia,Singapore,Argentina,France,Spain,Croatia,India","2. Prototype,3. Early Revenue","We invest in seed stage tech startups in consumer Internet, web3 applications, and prosumer software globally. We invest post-product (can be in beta), pre everything else (pre-revenue, pre-growth).",VC,"$250,000 ","$2,000,000 "
Karmen,https://www.karmen.io/,https://www.linkedin.com/company/karmen-io/,"Paris, France","France,UK","3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO","We fund recurring models (SaaS companies, D2C Subscriptions, Service businesses) with at least $10k MRR. ",Revenue-based,"$10,000 ","$10,000,000 "
Fincome,https://www.fincome.co/,https://www.linkedin.com/company/fincome-tech/,"22, Rue Jean-Pierre Timbaud, Paris, Île-de-France 75011, FR",France,"3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO",We turn your MRR into funding. ,Revenue-based,"$25,000 ","$200,000 "
Ecosystem Integrity Fund,https://eif.vc/,https://www.linkedin.com/company/ecosystem-integrity-fund/,"275 Sacramento St, San Francisco, California 94111, US","USA,Canada,Rwanda,Sierra Leone,Norway","3. Early Revenue,4. Scaling","We invest in sustainability, efficiency, resiliency companies in gridtech, mobility, supply chain, logistics, agtech, alt protein, green chemistry",VC,"$3,000,000 ","$10,000,000 "
LAUNCHub Ventures,https://launchub.vc ,https://linkedin.com/company/launchub/,"bul. Cherni Vrah 47, floor 4, Sofia, Bulgaria","Bulgaria,Greece,Romania,North Macedonia,Serbia,Slovenia,Croatia,Hungary,Cyprus,Albania,Montenegro","2. Prototype,3. Early Revenue,4. Scaling",We invest in ambitious Central and Southeastern European founders and support them to reach their full potential.,VC,"$250,000 ","$2,500,000 "
Thomson Reuters Ventures,https://www.thomsonreuters.com/en/ventures.html,https://www.linkedin.com/company/tr-ventures/,"3 Times Square New York, New York 10036","USA,UK,Singapore,Canada,Mexico,Brazil,India","3. Early Revenue,4. Scaling,5. Growth","We invest in data startups.

-	We are a $100M enterprise technology fund with the backing and resources of Thomson Reuters at our disposal. When we invest, we are seeking to accelerate the growth of the companies we invest in by enabling access to TR’s assets and expertise.

-	We are focused on investments in Series A companies. We will do some opportunistic Seed and/or Series B investments, but the majority with be Series A. 

-	Any company that is verticalized in the markets we operate in or adjacencies, has a core data element, and is building an interesting ML, NLP, prediction, or task/process automation based solution is going to be a sweet spot for TR Ventures",Corporate VC,"$2,000,000 ","$5,000,000 "
Conviction Investment Partners,https://www.conviction-vc.com/,https://www.linkedin.com/company/conviction-vc/,"11 Golden Square, London, W1F 9JB, United Kingdom","Albania,Andorra,Austria,Belgium,Bosnia-H,Bulgaria,Croatia,Czech Republic,Denmark,Estonia,Finland,France,Georgia,Germany,Greece,Holy See,Hungary,Iceland,Ireland,Italy,Latvia,Liechtenstein,Lithuania,Luxembourg,Malta,Monaco,Montenegro,Netherlands,North Macedonia,Norway,Poland,Portugal,Romania,San Marino,Serbia,Slovakia,Slovenia,Spain,Sweden,Switzerland,UK,Ukraine",3. Early Revenue,"We invest in rapidly scaling B2B SaaS companies, investing at Seed & Series A into companies with revenue and across Europe.",VC,"$50,000 ","$5,000,000 "
Propeller Ventures,https://www.propellerinc.me/,https://www.linkedin.com/company/propeller-inc,"Amman, Jordan","Egypt,Jordan,Saudi Arabia","2. Prototype,3. Early Revenue,1. Idea or Patent","We invest in teams working on SaaS, enterprise software & cloud infrastructure in the Middle East. ",VC,"$150,000 ","$500,000 "
Studio VC,http://www.studio.vc/,https://www.linkedin.com/company/studio-vc/,"54 W 40th St, New York, NY 10018, US",USA,,,VC,,"$1,000,000 "
Era Ventures,https://eraventures.com/,https://www.linkedin.com/company/era-ventures,"New York, NY US",USA,"1. Idea or Patent,5. Growth,4. Scaling,3. Early Revenue,2. Prototype",We invest in proptech startups in the US and globally across stages  ,VC,"$1,000,000 ","$20,000,000 "
Dynamo Ventures,https://www.dynamo.vc/,https://www.linkedin.com/company/dynamovc/,"800 Market Street Suite 201 Chattanooga, TN 37402","USA,Canada,Mexico,Kenya,UK,Germany","2. Prototype,3. Early Revenue,1. Idea or Patent",We are interested in supply chain and mobility startups with enterprise business models that are at the pre-seed or seed stage. We are geo-agnostic. ,VC,"$500,000 ","$1,500,000 "
Victorum Capital,http://www.victorumcapital.com/,https://www.linkedin.com/company/victorum-capital,"619 W Main, Oklahoma City, OK 73102",USA,"3. Early Revenue,4. Scaling",We invest in tech and tech-enabled services businesses,VC,"$500,000 ","$2,000,000 "
Quest Venture Partners,http://www.questvp.com/,https://www.linkedin.com/company/quest-venture-partners,"Palo Alto, California, USA",USA,"2. Prototype,3. Early Revenue",We invest in early-stage software and SaaS startups,VC,"$400,000 ","$3,000,000 "
TechOperators,https://www.techoperators.com,https://www.linkedin.com/company/techoperators-llc/,"3060 Peachtree Road NW, Atlanta, GA 30305",USA,"1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in early-stage, US-based cybersecurity startups. ",VC,"$500,000 ","$6,000,000 "
Cleo Capital,https://www.cleocap.com/,https://www.linkedin.com/company/cleo-capital,"3739 Balboa St #1026, San Francisco, CA 94121",USA,"1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in US-domiciled companies at Pre-Seed and write $500K-1M checks. We are happy to look at any company but we mainly invest in companies that fall into the following three buckets: Future of Income(1099 & Creator Economy), Complicated Consumer(Consumer Fintech, Legal tech, Insurtech, Real Estate tech & Health tech) and Decentralized Enterprise. Read more about our focus areas here: https://cleocapital.medium.com/",VC,"$500,000 ","$1,000,000 "
Alumshares,https://alumshares.com,https://www.linkedin.com/company/alumshares/,"1017 Main Campus Dr Suite 2300 Raleigh, NC  27606",USA,"1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling",We invest in hard tech and research spinouts.,VC,"$100,000 ","$2,500,000 "
Origins Fund,https://www.origins.fund/,https://www.linkedin.com/company/origins-fund/,"12 E 33rd, New York, 10016, US","USA,Canada,France,Spain,UK,Germany,Sweden,Denmark,Austria,Italy,Belgium","3. Early Revenue,4. Scaling,2. Prototype","We invest in early-stage consumer tech startups across social, gaming, web3, fintech, health, and more. ",VC,"$100,000 ","$500,000 "
Techmind ,https://techmind.vc/en/,,"20 rue Paul Fort, 75014 Paris","France,Spain,UK","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling",We invest in early stage startups based in Europe. ,Angel network,"$50,000 ","$1,000,000 "
Social Capital,https://www.socialcapital.com/,https://www.linkedin.com/company/social-capital-lp/,"Menlo Park, California, United States","Canada,USA,Israel","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth",,VC,,
Druid Ventures,https://druidventures.com/,https://www.linkedin.com/company/druid-ventures/,"2909 W Bay to Bay Blvd, Tampa, FL 33629, United States",USA,"2. Prototype,3. Early Revenue,1. Idea or Patent","We invest in web3 infrastructure and interoperability protocols and companies through tokens, equity, or a combination thereof.",VC,"$200,000 ","$1,500,000 "
All Iron Ventures,https://www.alliron.vc/,https://www.linkedin.com/company/all-iron-vc/,"Bilbao, Spain","UK,Spain,Portugal,Germany,France",3. Early Revenue,We invest in the Digital sector. Preference of C2C / Transactional / B2B Marketplaces and E-Commerce / Subscription models / SaaS,VC,,"$3,000,000 "
First Trust Capital Partners,https://ftcapitalpartners.com/,https://www.linkedin.com/company/ftcp/,"120 E. Liberty Drive, Wheaton, IL 60187, US",USA,"3. Early Revenue,4. Scaling",We invest in early and growth stage companies across multiple industries but with a focus on financial services and healthcare technology.,VC,,"$10,000,000 "
Geek Ventures,https://geek-ventures.com/,https://www.linkedin.com/company/geek-ventures,"New York, NY, United States",USA,"1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in pre-seed and seed US-based and US-focused tech companies with immigrant (or future immigrant) founders.,VC,"$50,000 ","$200,000 "
Side Stage Ventures,https://sidestage.vc/,https://www.linkedin.com/company/side-stage-ventures/,"Melbourne, Australia","Australia,USA","2. Prototype,3. Early Revenue,4. Scaling","We invest at the intersection of creativity, technology and culture - a syndicate by founders, for founders. We bring together and connect creators with like-minded, experienced investors, founders and operators who share their time, experience and networks to help you thrive.
We back the thinkers, dreamers and builders blending creativity with technology - to create the next generation of culture defining companies.",Angel network,"$100,000 ","$2,000,000 "
Audacious Ventures,https://www.audacious.co/,https://www.linkedin.com/company/audaciousventures/,"San Francisco, USA","USA,Canada,UK,Germany,France,Mexico,Israel,India","1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in seed stage companies: SaaS, Marketplaces, Crypto",VC,"$500,000 ","$4,000,000 "
Crossbeam Ventures,https://crossbeam.vc/,https://www.linkedin.com/company/crossbeamvc/,"600 Madison Avenue 17th Floor  New York, NY 10022","USA,Mexico,Canada,Colombia,Chile","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling","We invest in pre-seed to Series A stage startups across several industries. We are generalists but many of our startups fall into 1) Fintech 2) Lending 3) Novel asset classes (e.g. youtube rights) 4) Platform or creator economies and 5) B2B SaaS. We lead or co-lead about 50% of the time, and we pride ourselves in moving fast and being founder-friendly",VC,"$500,000 ","$4,000,000 "
Wavemaker Three-Sixty Health,https://www.wavemaker360.com/,https://www.linkedin.com/company/wavemaker360/," 301 N Lake Ave #930, Pasadena, CA 91101","USA,UK,Canada","2. Prototype,3. Early Revenue",We invest in seed-stage healthcare technology. ,VC,"$250,000 ","$1,000,000 "
Quiet Capital,https://www.quiet.com/,https://www.linkedin.com/company/quiet-capital/,"San Francisco, California","USA,Canada,India,Pakistan,UK,France,Germany,Israel","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth","We invest in fintech, crypto, enterprise, healthcare, marketplaces, and consumer startups. ",VC,"$500,000 ","$35,000,000 "
Cardinia Ventures,https://www.cardiniaventures.com/,https://www.linkedin.com/company/cardiniavc/,"Sidney, Australia","USA,Australia,New Zealand","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling",We invest in software and hardware companies throughout a wide range of sectors from Pre-seed to Series A.,VC,,
G2 Fintech Fund,https://g2momentum.capital/,https://www.linkedin.com/company/g2-momentum-capital/,"Campos Eliseos 188 piso 9, México CDMX","Mexico,Argentina,Colombia,Chile,Peru,Ecuador,Costa Rica,Guatemala,Honduras,El Salvador,Panama,Dominican Republic","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling","We invest in early stage fintech, insuretech and proptech companies.",VC,"$50,000 ","$100,000 "
Pratithi Investments,https://www.linkedin.com/company/pratithi-investments/,https://www.linkedin.com/company/pratithi-investments/,"No. 515, 1st Cross, 12th Main, IV Block, Koramangala, Bangalore 560034","India,Singapore,USA","4. Scaling,5. Growth",We invest in all sectors with other institution lead investors. We focus on great founders with great products and high standards of corporate governance. We Prefer to invest in capital-efficient companies.,VC,"$4,000,000 ","$10,000,000 "
Resolution Ventures,https://www.resolution.ventures/,https://www.linkedin.com/company/resolution-ventures,Singapore,"Singapore,Pakistan,Malaysia,Vietnam,Indonesia,Philippines,Thailand,Cambodia","1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in founders that are building fintech solutions in Southeast Asia that have broader global ambitions. ,VC,"$500,000 ","$1,000,000 "
KV Ventures,https://kv.ventures,,"Ho Chi Minh City, Vietnam","Vietnam,USA","3. Early Revenue,2. Prototype,1. Idea or Patent",We invest in US-based Blockchain startups with $500K + APR,VC,"$20,000 ","$200,000 "
